saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90296,2026-01-21,Al-Yaqout Villas  Est. 12,Ardiya Warehouse,Ardiya Warehouse,STANLEY COPPER ELBOW 1/2 INCH,Pieces,11,26.730,,bank_transfer,,359.725,Migrated from legacy system
SLS-90296,2026-01-21,Al-Yaqout Villas  Est. 12,Ardiya Warehouse,Ardiya Warehouse,Ridgid Epoxy Adhesive 4L,PCS,5,13.139,,bank_transfer,,,
SLS-90297,2026-07-20,Farwaniya Fix-It Center 11,Fahaheel Branch,Fahaheel Branch,  Black+Decker Wheelbarrow 20mm,PCS,7,24.125,7.745,credit,2026-08-19,161.130,
SLS-90298,2026-06-26,Ahmadi Villa Care  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Cement Bag 50kg,PCS,2,22.229,,cash,,KWD 44.458,
SLS-90299,2026-06-27,Al-Osaimi Maintenance 9,Rai Branch,Rai Branch,Crown Safety Goggles 24 Gauge,PCS,3,11.986,,credit,2026-07-12,35.958,
SLS-90300,2025-08-19,Al-Yaqout Villas 8,Fahaheel Branch,Fahaheel Branch,black+decker concrete nail 16 gauge,PCS,7,9.103,,cash,,63.721,
SLS-90301,2026-05-13,Bayt Al-Jomard 5,Fahaheel Branch,Fahaheel Branch,Karcher Safety Goggles Medium,PCS,10,KD 15.656,,cash,,607.557,
SLS-90301,2026-05-13,Bayt Al-Jomard 5,Fahaheel Branch,Fahaheel Branch,Stanley Tile Adhesive Bag 650W,Nos,7,29.247,,cash,,,
SLS-90301,2026-05-13,Bayt Al-Jomard 5,Fahaheel Branch,Fahaheel Branch,Metabo Cement Bag 20 Gauge,PCS,11,22.388,,cash,,,
SLS-90302,2026-01-28,Al-Zamil Villas 7,Rai Branch,Rai Branch,Hilti Tool Kit 1500W Pieces,PCS,7,37.628,,cash,,1339.582,Migrated from legacy system
SLS-90302,2026-01-28,Al-Zamil Villas 7,Rai Branch,Rai Branch,hilti copper tee 2000w,PCS,1,KD 33.140,,cash,,,Migrated from legacy system
SLS-90302,2026-01-28,Al-Zamil Villas 7,Rai Branch,Rai Branch,Ridgid Machine Screw 3/4 inch,PCS,6,173.841,,cash,,,
SLS-90303,2025-12-17,Al-Bahar Property Services  Est. 11,Rai Branch,Rai Branch,BOSCH STEP STOOL XL,PCS,3,10.768,,cash,,32.304,
SLS-90304,2026-02-03,Ahmad Al-Kandari 8,Ardiya Warehouse,Ardiya Warehouse,karcher spring washer 4l,PCS,8,14.566,4.883,bank_transfer,,419.864,Migrated from legacy system
SLS-90304,2026-02-03,Ahmad Al-Kandari 8,Ardiya Warehouse,Ardiya Warehouse,Ingco Tile Adhesive Bag 20L,PCS,10,25.790,,bank_transfer,,,
SLS-90304,2026-02-03,Ahmad Al-Kandari 8,Ardiya Warehouse,Ardiya Warehouse,Ridgid Portable Generator 20 Gauge,PC,3,16.773,,bank_transfer,,,Migrated from legacy system
SLS-90305,2025-12-16,Nasser Al-Hajeri  Est. 6,Rai Branch,Rai Branch,Al-Fanar Sandpaper Sheet 18L,PCS,5,12.502,,cash,,62.510,
SLS-90306,2025-10-08,Al-Qadi Household 4  ,Fahaheel Branch,Fahaheel Branch,Ridgid Laser Level 20 Gauge,PCS,5,6.647,0.745,cash,,32.490,
SLS-90307,2025-12-28,Desert Rose Interiors,Rai Branch,Rai Branch, Yato Portable Generator 1200W ,pcs,5,16.444,3.690,bank_transfer,,230.856,
SLS-90307,2025-12-28,Desert Rose Interiors,Rai Branch,Rai Branch,DeWalt Pruning Shears Medium,PCS,9,16.429,4.529,bank_transfer,,,
SLS-90307,2025-12-28,Desert Rose Interiors,Rai Branch,Rai Branch,Yato Hex Nut 25kg,PCS,3,2.998,,bank_transfer,,,
SLS-90308,2026-01-10,Al-Anjari Villas 9,Fahaheel Branch,Fahaheel Branch,Hilti Cutting Disc 16 Gauge,pc,8,27.986,,cash,,252.375,Migrated from legacy system
SLS-90308,2026-01-10,Al-Anjari Villas 9,Fahaheel Branch,Fahaheel Branch,Tolsen Ball Valve 18 Gauge,Nos,1,28.487,,cash,,,Migrated from legacy system
SLS-90309,2026-04-20,Al-Anjari Villas 8,Fahaheel Branch,Fahaheel Branch,Hitachi Scaffolding Frame 16 Gauge,PCS,4,13.157,,cash,,52.628,
SLS-90310,2026-06-06,Desert Rose Interiors 8,Ardiya Warehouse,Ardiya Warehouse,Tolsen Inverter Generator 22 Gauge,PCS,6,16.024,,credit,2026-09-04,98.136,Migrated from legacy system
SLS-90310,2026-06-06,Desert Rose Interiors 8,Ardiya Warehouse,Ardiya Warehouse,Total  Wheelbarrow 25kg,PCS,2,0.996,,credit,2026-09-04,,
SLS-90311,2025-12-14,Bayt Al-Jomard 3,Ardiya Warehouse,Ardiya Warehouse,Makita Laser Level 1/2 inch,PCS,11,KWD 13.515,,bank_transfer,,179.379,Migrated from legacy system
SLS-90311,2025-12-14,Bayt Al-Jomard 3,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Wall Primer 40mm,PCS,1,30.714,,bank_transfer,,,Migrated from legacy system
SLS-90312,2025-11-15,Salmiya Handyman Services  Est. 8,Shuwaikh Main,Shuwaikh Main,Makita Spirit Level 50mm,PCS,8,34.831,,cash,,284.774,Migrated from legacy system
SLS-90312,2025-11-15,Salmiya Handyman Services  Est. 8,Shuwaikh Main,Shuwaikh Main, Makita Work Gloves 10Kg ,PCS,2,3.063,,cash,,,
SLS-90313,2026-04-07,Gulf Facility Management 11,Ardiya Warehouse,Ardiya Warehouse,Hilti Pruning Shears 16 Gauge,PCS,12,1.551,,cash,,18.612,Migrated from legacy system
SLS-90314,2026-06-01,AL-SABAH VILLA SERVICES 13,Fahaheel Branch,Fahaheel Branch,Black+Decker Emulsion Paint 9L,PCS,2,KD 13.358,,credit,2026-06-16,26.716,
SLS-90315,2026-05-15,New Kuwait Contracting 13,Shuwaikh Main,Shuwaikh Main,Makita Welding Electrode Large,PCS,12,KD 6.710,,cash,,80.520,
SLS-90316,2026-06-30,Al-Duaij Maintenance  Est. 12.,Shuwaikh Main,Shuwaikh Main,Crown Drawer Slide 3/4 inch,PC,6,5.528,,cash,,KD 172.472,
SLS-90316,2026-06-30,Al-Duaij Maintenance  Est. 12.,Shuwaikh Main,Shuwaikh Main,Crown Electric Planer 10Kg,PCS,3,21.152,,cash,,,
SLS-90316,2026-06-30,Al-Duaij Maintenance  Est. 12.,Shuwaikh Main,Shuwaikh Main,  Makita Spring Washer 25mm,PCS,4,18.962,,cash,,,Migrated from legacy system
SLS-90317,2025-12-06,AL-RASHED VILLAS 4,Shuwaikh Main,Shuwaikh Main,Makita Kitchen Mixer 22 Gauge,PCS,4,2.197,0.280,cash,,418.392,Migrated from legacy system
SLS-90317,2025-12-06,AL-RASHED VILLAS 4,Shuwaikh Main,Shuwaikh Main,Karcher Electric Planer 25kg,PCS,12,34.157,,cash,,,
SLS-90318,2025-09-19,Al-Mutairi Est. 8,Rai Branch,Rai Branch,Total Sandpaper Sheet 50kg,PCS,3,21.516,,cash,,185.431,Migrated from legacy system
SLS-90318,2025-09-19,Al-Mutairi Est. 8,Rai Branch,Rai Branch,TRUPER PORTABLE GENERATOR 16 GAUGE,PCS,7,10.949,,cash,,,Migrated from legacy system
SLS-90318,2025-09-19,Al-Mutairi Est. 8,Rai Branch,Rai Branch,gulf star basin tap xl,PCS,4,11.060,,cash,,,
SLS-90319,2025-08-07,AL-GHANIM HOME REPAIRS 5,Ardiya Warehouse,Ardiya Warehouse,Hitachi Laser Level 9L,PCS,5,12.551,,cash,,256.937,
SLS-90319,2025-08-07,AL-GHANIM HOME REPAIRS 5,Ardiya Warehouse,Ardiya Warehouse,Truper Plastic Water Tank 8mm,pcs,5,KD 7.130,,cash,,,Migrated from legacy system
SLS-90319,2025-08-07,AL-GHANIM HOME REPAIRS 5,Ardiya Warehouse,Ardiya Warehouse,DeWalt Digging Spade 1kg,PCS,11,14.412,,cash,,,
SLS-90320,2025-09-07,Ahmadi Villa Care 7,Shuwaikh Main,Shuwaikh Main,Makita Platform Ladder 3/8 inch,pcs,11,10.016,,credit,2025-12-06,136.839,
SLS-90320,2025-09-07,Ahmadi Villa Care 7,Shuwaikh Main,Shuwaikh Main,Al-Fanar Pop Rivet 1/4 inch,PCS,7,3.809,,credit,2025-12-06,,Migrated from legacy system
SLS-90321,2025-12-24,Desert Rose Interiors 10,Fahaheel Branch,Fahaheel Branch,Stanley Extension Cord 50mm,PCS,7,13.477,,cash,,94.339,Migrated from legacy system
SLS-90322,2025-09-21,Continental Maintenance Co.  Est.,Fahaheel Branch,Fahaheel Branch,Ridgid Tool Kit 18 Gauge Pieces,PC,3,KWD 6.069,,bank_transfer,,18.207,
SLS-90323,2025-12-27,First Gulf Interiors 3,Shuwaikh Main,Shuwaikh Main,Makita Wood Screw Medium,Nos,5,2.529,,bank_transfer,,272.839,
SLS-90323,2025-12-27,First Gulf Interiors 3,Shuwaikh Main,Shuwaikh Main,Metabo Steel Toe Safety Boots 22 Gauge,PCS,11,23.654,,bank_transfer,,,Migrated from legacy system
SLS-90324,2025-11-22,Al-Yaqout Villas 6,Fahaheel Branch,Fahaheel Branch,Total Spray Paint Can 22 Gauge,PCS,6,18.938,,cash,,159.410,Migrated from legacy system
SLS-90324,2025-11-22,Al-Yaqout Villas 6,Fahaheel Branch,Fahaheel Branch,Stanley Portable Generator Large,PCS,10,1.342,,cash,,,
SLS-90324,2025-11-22,Al-Yaqout Villas 6,Fahaheel Branch,Fahaheel Branch,Sata Vernier Caliper 1/4 inch,PCS,11,2.942,,cash,,,
SLS-90325,2025-09-10,Fahaheel Home Services 2,Fahaheel Branch,Fahaheel Branch,Bosch Mini Grinder 9L,PCS,11,24.275,,cash,,KD 267.025,
SLS-90326,2026-03-07,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,  metabo tape measure 20 gauge,PCS,6,4.517,1.271,cash,,99.158,Migrated from legacy system
SLS-90326,2026-03-07,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Gulf Star ARC Welding Machine 4L,PCS,4,17.753,0.670,cash,,,Migrated from legacy system
SLS-90326,2026-03-07,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Hitachi Cement Bag 8mm,PCS,5,0.597,,cash,,,
SLS-90327,2025-09-14,AL-ROUMI RENOVATION  EST. 3,Fahaheel Branch,Fahaheel Branch,Stanley Construction Adhesive 3/8 inch,PCS,9,14.628,,credit,2025-10-14,KWD 131.652,Migrated from legacy system
SLS-90328,2026-01-31,"New Kuwait Contracting  Est. 2,",Shuwaikh Main,Shuwaikh Main,Gulf Star Grinding Disc Medium,PCS,4,6.401,,credit,2026-03-02,891.417,Migrated from legacy system
SLS-90328,2026-01-31,"New Kuwait Contracting  Est. 2,",Shuwaikh Main,Shuwaikh Main,YATO SPRAY PAINT CAN 20MM,PCS,7,122.014,,credit,2026-03-02,,Migrated from legacy system
SLS-90328,2026-01-31,"New Kuwait Contracting  Est. 2,",Shuwaikh Main,Shuwaikh Main,DeWalt Common Nail 3/4 inch,PCS,3,3.905,,credit,2026-03-02,,Migrated from legacy system
SLS-90329,2026-06-18,Al-Anjari Villas 7,Fahaheel Branch,Fahaheel Branch,Truper Laser Level 450W  ,PCS,10,22.047,,cash,,220.470,Migrated from legacy system
SLS-90330,2026-07-12,SALEM AL-RASHIDI 6,Fahaheel Branch,Fahaheel Branch,Crown Enamel Paint 1200W,PCS,9,26.416,,credit,2026-08-11,348.259,Migrated from legacy system
SLS-90330,2026-07-12,SALEM AL-RASHIDI 6,Fahaheel Branch,Fahaheel Branch,Makita Wire Brush 1/4 inch,Nos,5,22.103,,credit,2026-08-11,,Migrated from legacy system
SLS-90331,2025-11-26,Farwaniya Fix-It Center  Est.,Shuwaikh Main,Shuwaikh Main,ridgid ball valve 16mm,PC,4,34.194,,bank_transfer,,136.776,
SLS-90332,2025-12-05,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,Bosch  Work Gloves 10kg,PCS,11,21.305,,credit,2026-03-05,353.432,
SLS-90332,2025-12-05,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Spring Washer 650W,PCS,7,17.011,,credit,2026-03-05,,
SLS-90333,2025-09-09,Al-Ajmi Interiors 13,Fahaheel Branch,Fahaheel Branch,Tolsen Grinding Disc 22 Gauge.,PCS,11,KD 23.015,,credit,2025-09-24,253.165,Migrated from legacy system
SLS-90334,2026-04-14,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,Skil Spray Paint Can 650W  ,PCS,7,15.254,,cash,,361.511,
SLS-90334,2026-04-14,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,Karcher Dust Mask Respirator 1L,pcs,3,21.247,,cash,,,
SLS-90334,2026-04-14,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,Ridgid  Concrete Nail 50kg,PCS,8,23.874,,cash,,,
SLS-90335,2026-05-16,Al-Roumi Renovation 6,Rai Branch,Rai Branch,Tolsen Cabinet Hinge 10kg,PCS,5,1.915,KWD 0.130,bank_transfer,,9.445,
SLS-90336,2026-03-30,al-ghanim home repairs  est. 2,Shuwaikh Main,Shuwaikh Main,Ingco Enamel Paint 900W,PCS,6,18.204,5.442,bank_transfer,,103.782,Migrated from legacy system
SLS-90337,2025-09-12,Union Facility Services 12,Shuwaikh Main,Shuwaikh Main,BOSCH COLD CHISEL 450W,PCS,9,13.637,,cash,,252.884,
SLS-90337,2025-09-12,Union Facility Services 12,Shuwaikh Main,Shuwaikh Main,DeWalt Flat Washer 450W,PCS,5,21.393,,cash,,,Migrated from legacy system
SLS-90337,2025-09-12,Union Facility Services 12,Shuwaikh Main,Shuwaikh Main,Hilti Pop Rivet 9L,PCS,1,24.072,0.886,cash,,,
SLS-90338,2026-03-15,Al-Sabah Villa Services 6,Fahaheel Branch,Fahaheel Branch,Karcher Wood Chisel Small,PCS,4,KD 8.915,,credit,2026-04-14,35.660,Migrated from legacy system
SLS-90339,2025-11-29,Al-Zamil Villas 11,Shuwaikh Main,Shuwaikh Main,Sata Cement Bag XL,PCS,12,31.046,,cash,,372.552,Migrated from legacy system
SLS-90340,2026-04-22,Al-Sanea Property 4,Rai Branch,Rai Branch,"Black+Decker Wall Primer 16mm,",Pieces,3,6.344,,bank_transfer,,118.120,Migrated from legacy system
SLS-90340,2026-04-22,Al-Sanea Property 4,Rai Branch,Rai Branch,Bosch Extension Cord 20 Gauge,PCS,4,KD 24.772,,bank_transfer,,,Migrated from legacy system
SLS-90341,2026-06-26,Al-Zamil Villas 8,Rai Branch,Rai Branch,Ingco Tool Kit 10kg Pieces,pcs,8,31.103,,credit,2026-08-10,248.824,
SLS-90342,2026-01-12,Al-Marzouq Home 8,Fahaheel Branch,Fahaheel Branch,CROWN WIRE BRUSH 22 GAUGE,PCS,2,25.471,,cash,,55.682,Migrated from legacy system
SLS-90342,2026-01-12,Al-Marzouq Home 8,Fahaheel Branch,Fahaheel Branch,Ridgid Garden Cart 22 Gauge,PCS,3,KWD 1.580,,cash,,,
SLS-90343,2025-11-17,Continental  Maintenance Co. 5,Rai Branch,Rai Branch,"Ridgid MCB Circuit Breaker 750W,",PCS,9,22.406,,cash,,201.654,
SLS-90344,2026-05-13,Al-Zamil Villas 3.,Shuwaikh Main,Shuwaikh Main,Metabo Wheelbarrow 750W  ,PCS,1,23.946,,credit,2026-07-12,23.946,Migrated from legacy system
SLS-90345,2025-11-08,Al-Anjari Villas  Est.,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Phillips Screwdriver 10mm,PCS,10,KD 23.287,,bank_transfer,,232.870,
SLS-90346,2026-06-01,Al-Nasser Renovation 3,Ardiya Warehouse,Ardiya Warehouse,DeWalt Circular Saw 18L,PCS,12,22.100,,bank_transfer,,KWD 265.200,
SLS-90347,2025-08-16,Nasser Al-Hajeri 4,Ardiya Warehouse,Ardiya Warehouse,Ingco Inverter Generator 3/4 inch,PCS,5,9.582,,credit,2025-09-15,166.987,Migrated from legacy system
SLS-90347,2025-08-16,Nasser Al-Hajeri 4,Ardiya Warehouse,Ardiya Warehouse,Yato Safety Helmet 1/2 inch,PC,7,17.011,,credit,2025-09-15,,Migrated from legacy system
SLS-90348,2026-02-21, Al-Khaled General Trading  Est. 9 ,Ardiya Warehouse,Ardiya Warehouse,Ridgid Flat Washer 12mm,PC,7,13.099,,cash,,91.693,Migrated from legacy system
SLS-90349,2026-05-17,Al-Enezi General Maintenance  Est. 13,Shuwaikh Main,Shuwaikh Main,makita rubber mallet 4l,PCS,7,KD 28.616,2.767,cash,,197.545,Migrated from legacy system
SLS-90350,2026-06-13,Al-Mutairi Est.  Est.,Ardiya Warehouse,Ardiya Warehouse,Hitachi Welding Mask 1500W,PCS,5,30.692,7.268,bank_transfer,,215.554,
SLS-90350,2026-06-13,Al-Mutairi Est.  Est.,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Epoxy Adhesive 2000W,PCS,8,8.695,0.198,bank_transfer,,,
SLS-90351,2025-08-11,New Kuwait Contracting,Rai Branch,Rai Branch,Hitachi Wall Plug 650W.,pcs,5,24.693,,bank_transfer,,276.362,Migrated from legacy system
SLS-90351,2025-08-11,New Kuwait Contracting,Rai Branch,Rai Branch,Hitachi Hi-Vis Safety Vest 1/4 inch,PCS,9,14.903,0.333,bank_transfer,,,Migrated from legacy system
SLS-90351,2025-08-11,New Kuwait Contracting,Rai Branch,Rai Branch,Sata Claw Hammer 12mm.,PCS,7,KWD 2.729,,bank_transfer,,,Migrated from legacy system
SLS-90352,2026-08-04,Hawally Repair Shop 5,Shuwaikh Main,Shuwaikh Main,Hitachi Thermal Insulation Sheet 10mm,PCS,5,15.859,,bank_transfer,,640.681,Migrated from legacy system
SLS-90352,2026-08-04,Hawally Repair Shop 5,Shuwaikh Main,Shuwaikh Main,Ridgid Step Stool 20 Gauge,PCS,12,KWD 27.603,15.874,bank_transfer,,,
SLS-90352,2026-08-04,Hawally Repair Shop 5,Shuwaikh Main,Shuwaikh Main,Hilti Welding Electrode 650W,PCS,8,30.753,,bank_transfer,,,
