saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90535,19/11/2025,Gulf  Builders  Est. 12,Ardiya Warehouse,Ardiya Warehouse,total garden shovel 16 gauge,PCS,12,24.457,,bank_transfer,,,Migrated from legacy system
SLS-90535,19/11/2025,Gulf  Builders  Est. 12,Ardiya Warehouse,Ardiya Warehouse,tolsen electrical cable 9l,PCS,1,KWD 28.755,,bank_transfer,,,
SLS-90536,19/2/2026,Al-Wazzan Maintenance 12  ,Fahaheel Branch,Fahaheel Branch,Gulf Star Scaffolding Frame XL,pcs,2,4.974,0.008,bank_transfer,,297.532,
SLS-90536,19/2/2026,Al-Wazzan Maintenance 12  ,Fahaheel Branch,Fahaheel Branch,Yato Scaffolding Frame XL,PCS,12,23.966,,bank_transfer,,,
SLS-90537,17/3/2026,Fahaheel Home Services 4,Shuwaikh Main,Shuwaikh Main,Bosch  Locking Pliers 450W,PCS,4,7.224,KWD 0.317,cash,,KD 438.442,Migrated from legacy system
SLS-90537,17/3/2026,Fahaheel Home Services 4,Shuwaikh Main,Shuwaikh Main,Makita Combination Pliers 1200W,PCS,8,18.007,1.916,cash,,,
SLS-90537,17/3/2026,Fahaheel Home Services 4,Shuwaikh Main,Shuwaikh Main,Al-Fanar Laser Level 10mm,PCS,9,29.747,,cash,,,Migrated from legacy system
SLS-90538,26/10/2025,Fahad Al-Otaibi 6,Rai Branch,Rai Branch,Tolsen Grinding Disc 16 Gauge,PCS,8,1.769,0.574,cash,,187.227,
SLS-90538,26/10/2025,Fahad Al-Otaibi 6,Rai Branch,Rai Branch,HITACHI PHILLIPS SCREWDRIVER 6MM,Nos,7,24.807,,cash,,,Migrated from legacy system
SLS-90539,7/5/2026,Union Facility Services 4,Fahaheel Branch,Fahaheel Branch,Al-Fanar Door Handle 12mm,PCS,1,KD 28.501,,credit,6/7/2026,47.982,Migrated from legacy system
SLS-90539,7/5/2026,Union Facility Services 4,Fahaheel Branch,Fahaheel Branch,Truper Garden Cart 18 Gauge,PCS,12,1.637,0.163,credit,6/7/2026,,
SLS-90540,29/4/2026,Gulf Builders 11,Ardiya Warehouse,Ardiya Warehouse,Ingco Dust Mask Respirator 10kg,PCS,9,13.374,,credit,29/5/2026,199.148,Migrated from legacy system
SLS-90540,29/4/2026,Gulf Builders 11,Ardiya Warehouse,Ardiya Warehouse,MAKITA READY MIX MORTAR 20 GAUGE,pc,7,9.920,,credit,29/5/2026,,
SLS-90540,29/4/2026,Gulf Builders 11,Ardiya Warehouse,Ardiya Warehouse,  dewalt work gloves 900w,PC,3,3.114,,credit,29/5/2026,,Migrated from legacy system
SLS-90541,1/4/2026,Hawally Repair Shop 8,Shuwaikh Main,Shuwaikh Main,metabo sandpaper sheet 1/2 inch,PCS,12,12.822,,cash,,169.682,
SLS-90541,1/4/2026,Hawally Repair Shop 8,Shuwaikh Main,Shuwaikh Main,Stanley Door Hinge 750W,PCS,1,15.107,,cash,,,Migrated from legacy system
SLS-90541,1/4/2026,Hawally Repair Shop 8,Shuwaikh Main,Shuwaikh Main,TRUPER EPOXY ADHESIVE 650W,PCS,2,0.361,0.011,cash,,,Migrated from legacy system
SLS-90542,18/9/2025,Al-Duaij Maintenance 6,Rai Branch,Rai Branch,Metabo Scaffolding Frame 20mm,PCS,11,22.052,,cash,,242.572,Migrated from legacy system
SLS-90543,26/10/2025,Fahaheel Home Services 7,Ardiya Warehouse,Ardiya Warehouse,Total Enamel Paint 1/2 inch,Nos,8,34.398,,credit,24/1/2026,275.184,Migrated from legacy system
SLS-90544,8/11/2025,Salem Al-Rashidi 12,Fahaheel Branch,Fahaheel Branch,Sata Work Gloves 20mm,PCS,8,7.495,,credit,8/12/2025,KD 138.240,Migrated from legacy system
SLS-90544,8/11/2025,Salem Al-Rashidi 12,Fahaheel Branch,Fahaheel Branch,Karcher Safety Goggles Medium,pc,5,15.656,,credit,8/12/2025,,Migrated from legacy system
SLS-90545,21/9/2025,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,Crown Digging Spade 18L,PC,2,5.309,,bank_transfer,,349.699,
SLS-90545,21/9/2025,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,BLACK+DECKER GARDEN SHOVEL 4L,PCS,12,23.749,,bank_transfer,,,
SLS-90545,21/9/2025,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,Ingco Wall Plug 1/2 inch,PCS,9,KWD 6.231,1.986,bank_transfer,,,
SLS-90546,9/6/2026,Salmiya Handyman Services 9,Shuwaikh Main,Shuwaikh Main,Total Jigsaw 5kg,PCS,10,KWD 26.846,,cash,,416.012,Migrated from legacy system
SLS-90546,9/6/2026,Salmiya Handyman Services 9,Shuwaikh Main,Shuwaikh Main,Sata Dust Mask Respirator Small,PCS,6,24.592,,cash,,,Migrated from legacy system
SLS-90547,15/9/2025,Al-Marzouq Home 11,Shuwaikh Main,Shuwaikh Main,Hilti Door Hinge 16mm,PCS,10,28.517,,bank_transfer,,421.746,
SLS-90547,15/9/2025,Al-Marzouq Home 11,Shuwaikh Main,Shuwaikh Main,Ingco Self Tapping Screw 1kg,PC,8,17.072,,bank_transfer,,,Migrated from legacy system
SLS-90548,5/9/2025,al-sabah villa services  est. 9,Shuwaikh Main,Shuwaikh Main,HITACHI GARDEN CART 900W,PCS,3,KD 17.957,,cash,,211.887,
SLS-90548,5/9/2025,al-sabah villa services  est. 9,Shuwaikh Main,Shuwaikh Main,"Stanley Padlock 6mm,",PCS,12,13.168,,cash,,,
SLS-90549,28/5/2026,Gulf Builders  Est. 2,Rai Branch,Rai Branch,Stanley Sandpaper Sheet 2000W,PCS,6,3.683,,cash,,526.541,
SLS-90549,28/5/2026,Gulf Builders  Est. 2,Rai Branch,Rai Branch,Yato Thermal Insulation Sheet XL,PCS,10,23.180,0.133,cash,,,
SLS-90549,28/5/2026,Gulf Builders  Est. 2,Rai Branch,Rai Branch,Al-Fanar Tile Adhesive Bag 12mm.,PCS,8,34.097,,cash,,,
SLS-90550,7/1/2026,New Kuwait Contracting 8,Rai Branch,Rai Branch,Stanley Hi-Vis Safety Vest 650W,PCS,12,8.838,,cash,,302.520,Migrated from legacy system
SLS-90550,7/1/2026,New Kuwait Contracting 8,Rai Branch,Rai Branch,Tolsen Grinding Disc Small,PCS,8,24.558,,cash,,,
SLS-90551,2/8/2026, Al-Fahad Contracting  Est. 2 ,Rai Branch,Rai Branch,truper silicone sealant tube 1/2 inch,PCS,4,6.760,,bank_transfer,,KWD 27.040,
SLS-90552,16/12/2025, Al-Rashed Villas 9 ,Ardiya Warehouse,Ardiya Warehouse,Makita Circular Saw 900W,PC,8,30.828,,cash,,246.624,Migrated from legacy system
SLS-90553,4/6/2026,Ahmad Al-Kandari,Ardiya Warehouse,Ardiya Warehouse,Hilti Spray Paint Can Small,PCS,4,2.207,,credit,19/6/2026,8.828,Migrated from legacy system
SLS-90554,27/9/2025,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Crown Common Nail 18 Gauge,PCS,9,19.160,5.205,bank_transfer,,315.262,Migrated from legacy system
SLS-90554,27/9/2025,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Self Tapping Screw 20mm,PCS,11,10.850,,bank_transfer,,,
SLS-90554,27/9/2025,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Ingco Sprinkler Head XL,PCS,3,9.616,0.171,bank_transfer,,,Migrated from legacy system
SLS-90555,7/10/2025,Al-Roumi Renovation 11,Rai Branch,Rai Branch,Black+Decker Dust Mask Respirator 9L,PCS,8,9.833,3.543,cash,,81.393,Migrated from legacy system
SLS-90555,7/10/2025,Al-Roumi Renovation 11,Rai Branch,Rai Branch,Truper Silicone Sealant Tube 9L,PCS,1,6.272,,cash,,,Migrated from legacy system
SLS-90556,6/1/2026,Al-Zamil Villas 2,Rai Branch,Rai Branch,Bosch Hand Saw Small,PCS,5,17.346,,cash,,86.730,
SLS-90557,8/7/2026,Al-Wazzan Maintenance 12  ,Shuwaikh Main,Shuwaikh Main,Truper Common Nail 18L,PCS,9,31.152,,credit,23/7/2026,280.368,
SLS-90558,6/11/2025,Salmiya Handyman Services 12,Shuwaikh Main,Shuwaikh Main,Total Sandpaper Sheet 1kg,Pieces,1,29.371,,credit,6/12/2025,84.505,
SLS-90558,6/11/2025,Salmiya Handyman Services 12,Shuwaikh Main,Shuwaikh Main,Total Spray Paint Can 3/4 inch,PCS,6,9.189,,credit,6/12/2025,,
SLS-90559,14/9/2025,Jahra Building Supplies Buyer 10,Ardiya Warehouse,Ardiya Warehouse,DeWalt Wood Screw 22 Gauge,PCS,11,1.012,,bank_transfer,,11.132,
SLS-90560,20/2/2026,Bayt Al-Jomard  Est. 12,Rai Branch,Rai Branch,"Sata  Spring Washer Large,",PCS,6,35.550,,bank_transfer,,226.812,
SLS-90560,20/2/2026,Bayt Al-Jomard  Est. 12,Rai Branch,Rai Branch,  crown wall plug 3/4 inch,PCS,8,1.689,,bank_transfer,,,
SLS-90561,24/1/2026,Bayt Al-Jomard  Est. 12,Fahaheel Branch,Fahaheel Branch,Black+Decker Flat Washer 4L,PCS,12,22.728,,credit,10/3/2026,KWD 364.316,
SLS-90561,24/1/2026,Bayt Al-Jomard  Est. 12,Fahaheel Branch,Fahaheel Branch,Black+Decker PVC Conduit Pipe 750W,PCS,10,8.700,,credit,10/3/2026,,
SLS-90561,24/1/2026,Bayt Al-Jomard  Est. 12,Fahaheel Branch,Fahaheel Branch,Truper Tool Kit 12mm Pieces,PCS,2,2.290,,credit,10/3/2026,,Migrated from legacy system
SLS-90562,3/8/2026,Ahmad Al-Kandari 6,Ardiya Warehouse,Ardiya Warehouse,Hitachi Jigsaw 6mm,PCS,10,10.335,,cash,,148.410,Migrated from legacy system
SLS-90562,3/8/2026,Ahmad Al-Kandari 6,Ardiya Warehouse,Ardiya Warehouse,Hilti Circular Saw 10kg,PCS,3,15.020,,cash,,,
SLS-90563,18/3/2026, Al-Sanea Property ,Shuwaikh Main,Shuwaikh Main,  Makita Spring Washer 25mm,PCS,12,18.962,0.468,bank_transfer,,227.076,Migrated from legacy system
SLS-90564,21/7/2026,  Modern Home Fix-It 9,Shuwaikh Main,Shuwaikh Main,Makita  Galvanized Metal Sheet 450W,PC,3,KWD 360.330,,credit,20/8/2026,"1,285.126",Migrated from legacy system
SLS-90564,21/7/2026,  Modern Home Fix-It 9,Shuwaikh Main,Shuwaikh Main,Tolsen PVC Pipe 3/4 inch,pc,1,16.313,,credit,20/8/2026,,Migrated from legacy system
SLS-90564,21/7/2026,  Modern Home Fix-It 9,Shuwaikh Main,Shuwaikh Main,Crown Self Tapping Screw 24 Gauge,PCS,6,31.471,1.003,credit,20/8/2026,,
SLS-90565,4/8/2026,Jahra Building Supplies Buyer 3,Rai Branch,Rai Branch,Stanley Wall Primer 3/4 inch,pcs,9,27.992,2.904,cash,,258.953,Migrated from legacy system
SLS-90565,4/8/2026,Jahra Building Supplies Buyer 3,Rai Branch,Rai Branch,Stanley Scaffolding Frame 9L,PCS,11,0.929,0.290,cash,,,Migrated from legacy system
SLS-90566,24/12/2025,Al-Khaled General Trading 6,Fahaheel Branch,Fahaheel Branch,Karcher PPR Pipe 50kg,Nos,4,13.619,,cash,,54.476,Migrated from legacy system
SLS-90567,14/9/2025,Al-Marzouq Home 5,Fahaheel Branch,Fahaheel Branch,Metabo Laser Level 1/4 inch,PCS,4,7.058,,credit,29/10/2025,28.232,Migrated from legacy system
SLS-90568,8/7/2026,Al-Ghanim Home Repairs 3,Rai Branch,Rai Branch,Stanley Hand Saw 3/8 inch.,PCS,12,8.552,,cash,,1020.144,
SLS-90568,8/7/2026,Al-Ghanim Home Repairs 3,Rai Branch,Rai Branch,Hilti PVC Conduit Pipe Small,PCS,8,114.690,,cash,,,
SLS-90569,13/1/2026,Al-Fahad Contracting 3,Rai Branch,Rai Branch, Makita Pruning Shears Small ,Pieces,7,6.031,,bank_transfer,,51.931,Migrated from legacy system
SLS-90569,13/1/2026,Al-Fahad Contracting 3,Rai Branch,Rai Branch,Makita Wall Primer Large,PCS,6,1.619,,bank_transfer,,,Migrated from legacy system
SLS-90570,23/12/2025,Al-Nasser Renovation  Est. 11,Fahaheel Branch,Fahaheel Branch,Makita Construction Adhesive 3/4 inch,PCS,5,22.753,,credit,23/3/2026,398.511,
SLS-90570,23/12/2025,Al-Nasser Renovation  Est. 11,Fahaheel Branch,Fahaheel Branch,Truper Silicone Sealant Tube 1/2 inch,PCS,11,25.886,,credit,23/3/2026,,Migrated from legacy system
SLS-90571,30/7/2026,Al-Anjari  Villas 4,Fahaheel Branch,Fahaheel Branch,TOLSEN ANGLE GRINDER 1 INCH,PCS,7,22.063,5.054,cash,,149.387,
SLS-90572,16/5/2026,Al-Mutairi Est. 4,Fahaheel Branch,Fahaheel Branch,al-fanar welding electrode 32mm,PCS,10,24.970,,credit,30/6/2026,249.700,Migrated from legacy system
SLS-90573,3/9/2025,Al-Sanea Property 11,Ardiya Warehouse,Ardiya Warehouse,sata welding mask 750w,PCS,3,27.816,,credit,3/10/2025,83.448,
SLS-90574,10/8/2025,Salmiya Handyman Services,Ardiya Warehouse,Ardiya Warehouse,metabo wheelbarrow 9l,Pieces,10,KD 26.625,,cash,,279.670,
SLS-90574,10/8/2025,Salmiya Handyman Services,Ardiya Warehouse,Ardiya Warehouse,Stanley Portable Generator Large,PCS,10,1.342,,cash,,,Migrated from legacy system
SLS-90575,7/7/2026,Continental Maintenance Co. 10,Fahaheel Branch,Fahaheel Branch,Black+Decker Galvanized Metal Sheet 1kg,PCS,8,5.775,KD 1.374,cash,,64.097,Migrated from legacy system
SLS-90575,7/7/2026,Continental Maintenance Co. 10,Fahaheel Branch,Fahaheel Branch,Crown PU Foam Filler 1200W,PCS,7,2.753,,cash,,,Migrated from legacy system
SLS-90576,22/5/2026,"Salem Al-Rashidi 4,",Ardiya Warehouse,Ardiya Warehouse,Gulf Star Laser Level 650W,PCS,4,KWD 31.587,,cash,,354.705,
SLS-90576,22/5/2026,"Salem Al-Rashidi 4,",Ardiya Warehouse,Ardiya Warehouse,Metabo PVC Conduit Pipe 12mm,PCS,9,25.373,,cash,,,Migrated from legacy system
SLS-90577,7/2/2026,Ahmad Al-Kandari  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Ingco Wall Primer 18L,PCS,11,6.772,,credit,24/3/2026,74.492,Migrated from legacy system
SLS-90578,21/7/2026,Al-Zamil Villas 7,Ardiya Warehouse,Ardiya Warehouse,Tolsen Door Handle 4L,PCS,8,32.152,,credit,19/10/2026,523.009,
SLS-90578,21/7/2026,Al-Zamil Villas 7,Ardiya Warehouse,Ardiya Warehouse,Metabo PU Foam Filler 3/4 inch,PCS,11,24.163,,credit,19/10/2026,,Migrated from legacy system
SLS-90579,24/4/2026,Al-Rashed Villas 12.,Rai Branch,Rai Branch,Bosch Locking Pliers 6mm,Pieces,8,30.863,,cash,,290.646,
SLS-90579,24/4/2026,Al-Rashed Villas 12.,Rai Branch,Rai Branch,Gulf Star Emulsion Paint 1L,PCS,2,19.281,,cash,,,
SLS-90579,24/4/2026,Al-Rashed Villas 12.,Rai Branch,Rai Branch,Gulf Star Paint Thinner 50mm,pcs,1,5.180,,cash,,,Migrated from legacy system
SLS-90580,25/2/2026,Al-Sanea Property 8,Rai Branch,Rai Branch,"Tolsen Jigsaw 25mm,",PCS,8,25.708,,cash,,326.003,
SLS-90580,25/2/2026,Al-Sanea Property 8,Rai Branch,Rai Branch,Gulf Star Super Glue 22 Gauge,PCS,9,13.371,,cash,,,
SLS-90581,19/8/2025,Fahaheel Home Services 5,Ardiya Warehouse,Ardiya Warehouse,Makita Garden Cart 40Mm,PCS,1,21.835,,cash,,21.835,Migrated from legacy system
SLS-90582,10/1/2026,Jahra Building Supplies Buyer 10,Fahaheel Branch,Fahaheel Branch,Gulf Star Door Lock 25kg,PCS,9,20.824,,bank_transfer,,187.416,Migrated from legacy system
SLS-90583,14/8/2025,Al-Marzouq Home  Est. 2,Rai Branch,Rai Branch,crown self tapping screw small,PCS,5,5.570,,bank_transfer,,2412.473,Migrated from legacy system
SLS-90583,14/8/2025,Al-Marzouq Home  Est. 2,Rai Branch,Rai Branch,Metabo Garden Hose 1kg,PCS,7,12.622,,bank_transfer,,,
SLS-90583,14/8/2025,Al-Marzouq Home  Est. 2,Rai Branch,Rai Branch,Skil Paint Brush 20 Gauge,PCS,9,255.141,,bank_transfer,,,
SLS-90584,15/2/2026,  Al-Enezi General Maintenance  Est. 8,Rai Branch,Rai Branch,Yato Super Glue 1200W,PCS,1,3.575,,credit,17/3/2026,3.575,Migrated from legacy system
SLS-90585,30/8/2025,BAYT AL-JOMARD 4,Shuwaikh Main,Shuwaikh Main,Hitachi PVC Conduit Pipe 3/8 inch,PCS,9,35.598,,cash,,479.260,
SLS-90585,30/8/2025,BAYT AL-JOMARD 4,Shuwaikh Main,Shuwaikh Main,"Metabo Mini Grinder Small,",Pieces,5,30.429,5.787,cash,,,Migrated from legacy system
SLS-90585,30/8/2025,BAYT AL-JOMARD 4,Shuwaikh Main,Shuwaikh Main,Karcher Emulsion Paint 50kg,PCS,5,2.504,,cash,,,Migrated from legacy system
SLS-90586,14/8/2025,Al-Bahar Property Services 8,Ardiya Warehouse,Ardiya Warehouse,Bosch Hex Nut 3/4 inch.,PCS,6,8.893,,cash,,53.358,
SLS-90587,8/9/2025,Fahaheel Home Services 4,Rai Branch,Rai Branch,Skil Steel Chain 6mm,PCS,11,8.372,,cash,,392.902,Migrated from legacy system
SLS-90587,8/9/2025,Fahaheel Home Services 4,Rai Branch,Rai Branch,Truper Cutting Disc 50mm,PCS,4,6.398,0.541,cash,,,
SLS-90587,8/9/2025,Fahaheel Home Services 4,Rai Branch,Rai Branch,Metabo Epoxy Adhesive 9L,PCS,11,25.069,,cash,,,Migrated from legacy system
SLS-90588,4/3/2026,Bin Hindi Property  Est. 5,Shuwaikh Main,Shuwaikh Main,Black+Decker Vernier Caliper 1kg,PCS,11,7.975,,bank_transfer,,199.095,Migrated from legacy system
SLS-90588,4/3/2026,Bin Hindi Property  Est. 5,Shuwaikh Main,Shuwaikh Main,gulf star construction adhesive 22 gauge,PCS,5,22.274,,bank_transfer,,,
SLS-90589,11/5/2026,Al-Rashed Villas 8,Shuwaikh Main,Shuwaikh Main,Skil Sandpaper Sheet 1 inch,PCS,1,27.629,0.229,bank_transfer,,KWD 303.124,
SLS-90589,11/5/2026,Al-Rashed Villas 8,Shuwaikh Main,Shuwaikh Main,Black+Decker Tile Adhesive Bag Small,Pieces,12,KD 7.670,0.056,bank_transfer,,,Migrated from legacy system
SLS-90589,11/5/2026,Al-Rashed Villas 8,Shuwaikh Main,Shuwaikh Main,Bosch Electric Planer 4L,pcs,10,18.374,,bank_transfer,,,Migrated from legacy system
SLS-90590,6/11/2025,Al-Duaij Maintenance  Est. 12.,Rai Branch,Rai Branch,DeWalt Welding Gloves 1/4 inch,PCS,4,28.881,,cash,,194.904,Migrated from legacy system
SLS-90590,6/11/2025,Al-Duaij Maintenance  Est. 12.,Rai Branch,Rai Branch,Makita Emulsion Paint 900W,PCS,6,13.230,,cash,,,Migrated from legacy system
SLS-90591,5/3/2026,Ahmad Al-Kandari  Est. 13,Shuwaikh Main,Shuwaikh Main,Sata Sprinkler Head 650W,pc,9,29.800,10.799,bank_transfer,,KD 475.725,
SLS-90591,5/3/2026,Ahmad Al-Kandari  Est. 13,Shuwaikh Main,Shuwaikh Main,Black+Decker Paint Thinner 9L.,PCS,2,4.225,,bank_transfer,,,
SLS-90591,5/3/2026,Ahmad Al-Kandari  Est. 13,Shuwaikh Main,Shuwaikh Main,Sata Ppr Pipe 50Kg,Nos,7,29.982,,bank_transfer,,,
SLS-90592,14/4/2026,Bin Hindi Property  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Digging Spade 1 inch,PCS,11,6.875,,cash,,75.625,
SLS-90593,15/2/2026,Fahaheel Home Services,Rai Branch,Rai Branch,DeWalt Platform Ladder 1kg,PCS,12,22.158,,credit,1/4/2026,KD 504.963,Migrated from legacy system
SLS-90593,15/2/2026,Fahaheel Home Services,Rai Branch,Rai Branch,Skil Cutting Disc 9L,PCS,9,26.563,,credit,1/4/2026,,Migrated from legacy system
SLS-90594,12/2/2026,  Al-Qadi Household  Est. 13,Rai Branch,Rai Branch,Skil Tape Measure 8mm,PCS,11,28.530,,cash,,313.830,
SLS-90595,21/12/2025,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Truper PVC Conduit Pipe 1/2 inch,PCS,4,0.888,0.075,cash,,71.608,Migrated from legacy system
SLS-90595,21/12/2025,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,DeWalt Epoxy Adhesive Medium,PCS,7,KWD 9.733,,cash,,,
SLS-90596,28/8/2025,Fahaheel Home Services 8,Rai Branch,Rai Branch,Crown Hex Nut 1kg  ,PCS,5,11.774,,bank_transfer,,179.782,Migrated from legacy system
SLS-90596,28/8/2025,Fahaheel Home Services 8,Rai Branch,Rai Branch,Crown Epoxy Adhesive 3/4 inch,PCS,6,20.152,,bank_transfer,,,Migrated from legacy system
SLS-90597,2/2/2026,Gulf Facility Management 12.,Fahaheel Branch,Fahaheel Branch, Total Ball Valve 1/2 inch ,PC,5,6.776,,bank_transfer,,312.118,Migrated from legacy system
SLS-90597,2/2/2026,Gulf Facility Management 12.,Fahaheel Branch,Fahaheel Branch,Tolsen MIG Welder 50mm,PCS,11,26.255,10.567,bank_transfer,,,Migrated from legacy system
SLS-90598,23/11/2025,Gulf Builders  Est. 6.,Ardiya Warehouse,Ardiya Warehouse,Total Sandpaper Sheet 1kg,PCS,6,29.371,,cash,,1382.058,Migrated from legacy system
SLS-90598,23/11/2025,Gulf Builders  Est. 6.,Ardiya Warehouse,Ardiya Warehouse,Stanley Grinding Disc 25kg,Pieces,4,KD 301.458,,cash,,,
SLS-90599,12/8/2025,Al-Bahar Property Services 4,Shuwaikh Main,Shuwaikh Main,Gulf Star Door Handle 6mm,PCS,7,13.509,,cash,,154.788,Migrated from legacy system
SLS-90599,12/8/2025,Al-Bahar Property Services 4,Shuwaikh Main,Shuwaikh Main,Ridgid Padlock 32mm,PCS,5,12.045,,cash,,,
SLS-90600,5/10/2025,Desert Rose Interiors,Rai Branch,Rai Branch,Gulf Star Tile Adhesive Bag 3/8 inch,PC,1,42.719,,bank_transfer,,42.719,
SLS-90601,28/4/2026,Al-Sanea Property 9,Rai Branch,Rai Branch,Crown Pruning Shears 3/8 inch,PCS,6,2.510,,bank_transfer,,115.923,Migrated from legacy system
SLS-90601,28/4/2026,Al-Sanea Property 9,Rai Branch,Rai Branch,Crown Tool Kit 3/4 inch Pieces,PCS,7,14.409,,bank_transfer,,,
SLS-90602,6/2/2026,First Gulf Interiors  Est. 7,Fahaheel Branch,Fahaheel Branch,Stanley Vernier Caliper 32mm,PCS,5,5.422,,credit,7/5/2026,27.110,Migrated from legacy system
SLS-90603,25/11/2025,  Al-Enezi General Maintenance  Est. 8,Shuwaikh Main,Shuwaikh Main,Stanley PVC Conduit Pipe Medium,PCS,11,25.906,KWD 6.183,cash,,278.783,
SLS-90604,9/7/2026,Al-Duaij Maintenance  Est. 7,Rai Branch,Rai Branch,Sata Cutting Disc Medium,PCS,11,11.814,,bank_transfer,,KWD 129.954,
