saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90019,29/11/2025,Al-Mutairi Est. 7,Fahaheel Branch,Fahaheel Branch,Metabo PVC Conduit Pipe Large,PCS,11,4.438,,cash,,48.818,Migrated from legacy system
SLS-90020,10/1/2026,Al-Ajmi Interiors 3,Rai Branch,Rai Branch,Tolsen Portable Generator 50mm,Nos,9,23.745,,bank_transfer,,213.705,
SLS-90021,25/11/2025,Al-Khaled General Trading 2,Fahaheel Branch,Fahaheel Branch,Karcher Door Lock 3/4 inch,PCS,5,KWD 414.305,,credit,25/12/2025,2280.116,
SLS-90021,25/11/2025,Al-Khaled General Trading 2,Fahaheel Branch,Fahaheel Branch,Ridgid Concrete Nail 750W,PCS,11,7.626,,credit,25/12/2025,,Migrated from legacy system
SLS-90021,25/11/2025,Al-Khaled General Trading 2,Fahaheel Branch,Fahaheel Branch,Al-Fanar Door Handle 4L.,pc,7,17.815,,credit,25/12/2025,,
SLS-90022,3/6/2026,al-anjari villas 11,Rai Branch,Rai Branch,Makita Spring Washer Large,Nos,12,20.327,0.648,cash,,388.193,Migrated from legacy system
SLS-90022,3/6/2026,al-anjari villas 11,Rai Branch,Rai Branch,Bosch Tape Measure 1kg,PCS,8,18.367,2.019,cash,,,
SLS-90023,20/7/2026,Al-Rashed Villas  Est. 7,Rai Branch,Rai Branch,Metabo Spray Paint Can 3/8 inch,PCS,6,34.229,,credit,19/8/2026,331.325,Migrated from legacy system
SLS-90023,20/7/2026,Al-Rashed Villas  Est. 7,Rai Branch,Rai Branch,Crown  Steel Toe Safety Boots 22 Gauge,PCS,7,17.993,,credit,19/8/2026,,
SLS-90024,19/11/2025,Al-Roumi Renovation 2,Ardiya Warehouse,Ardiya Warehouse,"ingco gate valve 16 gauge,",PCS,12,22.038,,bank_transfer,,264.456,Migrated from legacy system
SLS-90025,11/2/2026,Al-Bahar Property Services  Est. 11,Fahaheel Branch,Fahaheel Branch,Ridgid Construction Adhesive 2000W,PCS,2,26.407,,credit,12/4/2026,99.834,
SLS-90025,11/2/2026,Al-Bahar Property Services  Est. 11,Fahaheel Branch,Fahaheel Branch,hilti pipe sealant 32mm,PCS,2,23.510,,credit,12/4/2026,,
SLS-90026,3/9/2025,Ahmadi Villa Care 7,Rai Branch,Rai Branch,Tolsen Flexible Wire 1 inch,PC,4,23.812,,credit,2/12/2025,95.248,Migrated from legacy system
SLS-90027,29/10/2025,Al-Zamil Villas 11,Fahaheel Branch,Fahaheel Branch,Crown LED Bulb 1/2 inch,PCS,8,6.085,,cash,,121.004,Migrated from legacy system
SLS-90027,29/10/2025,Al-Zamil Villas 11,Fahaheel Branch,Fahaheel Branch,Hitachi Wheelbarrow 4L,PC,6,12.054,,cash,,,
SLS-90028,17/5/2026,Al-Ghanim Home Repairs  Est. 7,Rai Branch,Rai Branch,Sata Wire Brush 12mm,PCS,11,32.978,,bank_transfer,,732.970,
SLS-90028,17/5/2026,Al-Ghanim Home Repairs  Est. 7,Rai Branch,Rai Branch,Black+Decker PPR Pipe 3/8 inch,PCS,12,30.851,,bank_transfer,,,
SLS-90029,1/4/2026,Al-Fahad Contracting 3,Fahaheel Branch,Fahaheel Branch,Metabo Grinding Disc 16 Gauge,PCS,6,9.162,,cash,,55.835,
SLS-90029,1/4/2026,Al-Fahad Contracting 3,Fahaheel Branch,Fahaheel Branch,Stanley Welding Electrode 40mm,pc,1,0.863,,cash,,,Migrated from legacy system
SLS-90030,23/9/2025,Farwaniya Fix-It Center 11,Rai Branch,Rai Branch,Al-Fanar Machine Screw 25mm,PCS,2,7.442,,bank_transfer,,274.122,Migrated from legacy system
SLS-90030,23/9/2025,Farwaniya Fix-It Center 11,Rai Branch,Rai Branch,Gulf Star Garden Hose 1 inch  ,PCS,8,7.188,0.476,bank_transfer,,,Migrated from legacy system
SLS-90030,23/9/2025,Farwaniya Fix-It Center 11,Rai Branch,Rai Branch,Truper Self Tapping Screw 1kg,PCS,10,20.221,,bank_transfer,,,Migrated from legacy system
SLS-90031,26/5/2026,Al-Enezi General Maintenance,Shuwaikh Main,Shuwaikh Main,Stanley Hand Saw 16mm,PCS,3,2.434,0.274,credit,25/6/2026,7.028,Migrated from legacy system
SLS-90032,13/10/2025,Al-Fahad Contracting 3,Ardiya Warehouse,Ardiya Warehouse,Metabo Cold Chisel 22 Gauge,pc,6,10.552,1.301,bank_transfer,,148.157,Migrated from legacy system
SLS-90032,13/10/2025,Al-Fahad Contracting 3,Ardiya Warehouse,Ardiya Warehouse,Metabo Locking Pliers 1200W,PCS,10,KD 4.802,,bank_transfer,,,Migrated from legacy system
SLS-90032,13/10/2025,Al-Fahad Contracting 3,Ardiya Warehouse,Ardiya Warehouse,Truper Combination Wrench 18 Gauge,PCS,2,19.768,1.410,bank_transfer,,,
SLS-90033,5/4/2026,Ahmad Al-Kandari  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Makita Dust Mask Respirator Large  ,pcs,12,16.739,,credit,20/5/2026,506.731,
SLS-90033,5/4/2026,Ahmad Al-Kandari  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Metabo Safety Helmet 1kg,pc,10,15.452,,credit,20/5/2026,,
SLS-90033,5/4/2026,Ahmad Al-Kandari  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Skil Claw Hammer Small,PC,11,13.763,,credit,20/5/2026,,
SLS-90034,17/8/2025,Al-Duaij Maintenance 13,Shuwaikh Main,Shuwaikh Main,Black+Decker Basin Tap 24 Gauge,PCS,5,8.513,,cash,,42.565,
SLS-90035,4/8/2026,Desert Rose Interiors 6,Rai Branch,Rai Branch,Stanley Construction Adhesive 10Mm,pc,11,0.204,,cash,,67.452,Migrated from legacy system
SLS-90035,4/8/2026,Desert Rose Interiors 6,Rai Branch,Rai Branch,Total Sandpaper Sheet 1/4 Inch,PCS,3,8.797,,cash,,,Migrated from legacy system
SLS-90035,4/8/2026,Desert Rose Interiors 6,Rai Branch,Rai Branch,Gulf Star Tool Kit 1/2 inch Pieces,pc,9,4.313,,cash,,,Migrated from legacy system
SLS-90036,25/6/2026,"New Kuwait Contracting  Est. 2,",Fahaheel Branch,Fahaheel Branch,Ridgid Wire Brush 4L,PCS,2,4.780,,cash,,KD 9.560,
SLS-90037,22/10/2025,Al-Duaij Maintenance  Est. 8,Fahaheel Branch,Fahaheel Branch,Makita Safety Goggles 3/4 inch,PCS,4,4.809,,credit,6/11/2025,104.937,Migrated from legacy system
SLS-90037,22/10/2025,Al-Duaij Maintenance  Est. 8,Fahaheel Branch,Fahaheel Branch,Metabo Flat Washer 20 Gauge,PCS,3,28.567,,credit,6/11/2025,,
SLS-90038,19/12/2025,New Kuwait Contracting 6,Rai Branch,Rai Branch,"DeWalt Screwdriver Set 1/2 inch,",PCS,2,0.254,,credit,18/1/2026,0.508,
SLS-90039,5/8/2026,Gulf Builders 4,Ardiya Warehouse,Ardiya Warehouse,truper tile adhesive bag 9l,PCS,12,KWD 20.703,0.991,bank_transfer,,559.937,Migrated from legacy system
SLS-90039,5/8/2026,Gulf Builders 4,Ardiya Warehouse,Ardiya Warehouse,Truper Common Nail 18L,pcs,1,31.152,,bank_transfer,,,Migrated from legacy system
SLS-90039,5/8/2026,Gulf Builders 4,Ardiya Warehouse,Ardiya Warehouse,"BLACK+DECKER SILICONE SEALANT TUBE 16 GAUGE,",PC,12,KD 23.445,,bank_transfer,,,Migrated from legacy system
SLS-90040,19/6/2026,Al-Khaled General Trading 11,Fahaheel Branch,Fahaheel Branch,Stanley Silicone Sealant Tube 650W,PCS,4,38.218,,cash,,152.872,Migrated from legacy system
SLS-90041,30/1/2026,Gulf Builders  Est. 2,Shuwaikh Main,Shuwaikh Main,Crown Construction Adhesive 16 Gauge,PCS,9,10.738,,bank_transfer,,2380.858,
SLS-90041,30/1/2026,Gulf Builders  Est. 2,Shuwaikh Main,Shuwaikh Main,Karcher Power Socket 24 Gauge,PCS,10,14.686,,bank_transfer,,,Migrated from legacy system
SLS-90041,30/1/2026,Gulf Builders  Est. 2,Shuwaikh Main,Shuwaikh Main,Ingco Hex Bolt XL,PCS,9,237.484,,bank_transfer,,,
SLS-90042,2/4/2026,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,Ridgid Drawer Slide 1/2 inch,PCS,6,31.364,,credit,17/5/2026,564.337,
SLS-90042,2/4/2026,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,DeWalt Combination Wrench 32mm,Nos,12,31.855,6.107,credit,17/5/2026,,
SLS-90043,31/12/2025,Bayt Al-Jomard  Est..,Rai Branch,Rai Branch,Skil Work Gloves 5kg,PCS,10,1.742,,credit,14/2/2026,KD 371.616,
SLS-90043,31/12/2025,Bayt Al-Jomard  Est..,Rai Branch,Rai Branch,Crown Welding Mask 18L,PCS,6,29.846,,credit,14/2/2026,,
SLS-90043,31/12/2025,Bayt Al-Jomard  Est..,Rai Branch,Rai Branch,Tolsen Adjustable Wrench 24 Gauge,PCS,10,17.512,,credit,14/2/2026,,
SLS-90044,3/8/2026,  Al-Zamil Villas,Fahaheel Branch,Fahaheel Branch,Skil Wall Primer 20L.,PCS,2,22.433,,cash,,369.279,
SLS-90044,3/8/2026,  Al-Zamil Villas,Fahaheel Branch,Fahaheel Branch,Yato Safety Goggles 2000W,PCS,9,24.077,,cash,,,Migrated from legacy system
SLS-90044,3/8/2026,  Al-Zamil Villas,Fahaheel Branch,Fahaheel Branch,Stanley PU Foam Filler 3/4 inch,PCS,5,21.544,,cash,,,
SLS-90045,8/4/2026,Nasser Al-Hajeri  Est. 10,Rai Branch,Rai Branch,Stanley Hex Bolt Medium,PCS,8,6.463,,credit,7/6/2026,113.296,Migrated from legacy system
SLS-90045,8/4/2026,Nasser Al-Hajeri  Est. 10,Rai Branch,Rai Branch,Hitachi Screwdriver Set 5kg,PCS,8,7.699,,credit,7/6/2026,,
SLS-90046,9/5/2026,Al-Ajmi Interiors 13,Ardiya Warehouse,Ardiya Warehouse,Bosch Steel Toe Safety Boots Large,PCS,10,16.241,,credit,24/5/2026,162.410,
SLS-90047,29/11/2025,Nasser Al-Hajeri 8,Ardiya Warehouse,Ardiya Warehouse,Stanley ARC Welding Machine 1/2 inch,Pieces,2,24.760,,cash,,57.324,Migrated from legacy system
SLS-90047,29/11/2025,Nasser Al-Hajeri 8,Ardiya Warehouse,Ardiya Warehouse,Stanley Welding Electrode 1L,pcs,4,1.951,,cash,,,
SLS-90048,1/10/2025,Al-Enezi General Maintenance  Est. 2,Shuwaikh Main,Shuwaikh Main,Crown Construction Adhesive Medium,pcs,6,1.115,,cash,,6.690,
SLS-90049,12/5/2026,Bin Hindi Property  Est. 3,Fahaheel Branch,Fahaheel Branch, Sata Wood Chisel 3/8 inch ,PCS,10,2.137,0.480,cash,,63.502,
SLS-90049,12/5/2026,Bin Hindi Property  Est. 3,Fahaheel Branch,Fahaheel Branch,Gulf Star Basin Tap 650W,PCS,12,3.551,,cash,,,Migrated from legacy system
SLS-90050,3/11/2025,Al-Sanea Property 6,Rai Branch,Rai Branch,Bosch  Locking Pliers 450W,Nos,8,KWD 7.224,KD 1.057,credit,3/12/2025,KWD 56.735,Migrated from legacy system
SLS-90051,21/5/2026,Al-Anjari Villas 6,Rai Branch,Rai Branch,Gulf Star Flood Light 3/4 inch,PC,6,14.563,,credit,19/8/2026,87.453,
SLS-90052,19/1/2026,Union Facility Services  Est. 9,Shuwaikh Main,Shuwaikh Main,  Al-Fanar Paint Roller 5kg,PCS,12,22.247,,credit,18/2/2026,266.964,
SLS-90053,26/11/2025,Bayt Al-Jomard  Est. 6,Fahaheel Branch,Fahaheel Branch,DeWalt Door Handle 16mm,PCS,10,12.895,,credit,11/12/2025,593.442,Migrated from legacy system
SLS-90053,26/11/2025,Bayt Al-Jomard  Est. 6,Fahaheel Branch,Fahaheel Branch,Crown Wall Switch 20mm.,PCS,12,33.332,,credit,11/12/2025,,Migrated from legacy system
SLS-90053,26/11/2025,Bayt Al-Jomard  Est. 6,Fahaheel Branch,Fahaheel Branch,DeWalt Sandpaper Sheet 20L,PCS,2,32.254,,credit,11/12/2025,,Migrated from legacy system
SLS-90054,21/3/2026,Union Facility Services  Est. 11,Rai Branch,Rai Branch,Bosch Paint Thinner 4L,PCS,4,15.563,,bank_transfer,,KD 62.252,Migrated from legacy system
SLS-90055,22/6/2026,Hawally Repair Shop 11,Ardiya Warehouse,Ardiya Warehouse,Total  Hand Saw 18L,PCS,10,KWD 10.679,,cash,,106.790,Migrated from legacy system
SLS-90056,19/7/2026,Bayt Al-Jomard 11,Rai Branch,Rai Branch,Metabo Extension Cord 18 Gauge,PCS,5,27.242,,cash,,424.008,
SLS-90056,19/7/2026,Bayt Al-Jomard 11,Rai Branch,Rai Branch,Tolsen Combination Wrench 18 Gauge,PCS,3,35.258,,cash,,,
SLS-90056,19/7/2026,Bayt Al-Jomard 11,Rai Branch,Rai Branch,Makita Construction Adhesive 3/4 inch,PCS,8,22.753,,cash,,,Migrated from legacy system
SLS-90057,28/9/2025,Al-Sabah Villa Services 6,Rai Branch,Rai Branch,Ridgid Door Handle 450W,PC,6,4.510,0.238,cash,,26.822,Migrated from legacy system
SLS-90058,28/4/2026,Al-Qadi Household 9,Shuwaikh Main,Shuwaikh Main,Skil Garden Shovel Large,pc,1,KWD 24.757,,cash,,104.380,
SLS-90058,28/4/2026,Al-Qadi Household 9,Shuwaikh Main,Shuwaikh Main,Gulf Star Ready Mix Mortar 24 Gauge,PCS,9,8.847,,cash,,,
SLS-90059,19/3/2026,Al-Zamil Villas 3.,Shuwaikh Main,Shuwaikh Main,Total Pipe Sealant 1 inch,PCS,12,11.496,,cash,,137.952,
SLS-90060,21/4/2026,Gulf Builders 3,Ardiya Warehouse,Ardiya Warehouse,Skil Adjustable Wrench 20mm,PC,10,13.506,,cash,,135.070,
SLS-90061,21/7/2026,Desert Rose Interiors 9,Ardiya Warehouse,Ardiya Warehouse,Hilti Door Lock 1/4 inch,PCS,10,5.701,1.042,cash,,55.968,
SLS-90062,5/6/2026,Al-Marzouq Home 8,Fahaheel Branch,Fahaheel Branch,Hitachi Safety Helmet 750W,PCS,10,31.373,,credit,3/9/2026,333.899,Migrated from legacy system
SLS-90062,5/6/2026,Al-Marzouq Home 8,Fahaheel Branch,Fahaheel Branch,Al-Fanar Thermal Insulation Sheet 20mm,pcs,11,1.883,0.544,credit,3/9/2026,,Migrated from legacy system
SLS-90063,3/2/2026,Al-Anjari  Villas 4,Fahaheel Branch,Fahaheel Branch,Hitachi Plastic Water Tank 3/4 inch,PCS,8,26.525,8.647,credit,5/3/2026,203.553,Migrated from legacy system
SLS-90064,9/12/2025,Jahra Building Supplies Buyer 2,Shuwaikh Main,Shuwaikh Main,Metabo Pipe Sealant 2000W,PCS,2,33.178,0.628,bank_transfer,,435.754,
SLS-90064,9/12/2025,Jahra Building Supplies Buyer 2,Shuwaikh Main,Shuwaikh Main,Crown Welding Electrode 25mm,PCS,10,37.027,0.194,bank_transfer,,,
SLS-90065,2/6/2026,Al-Wazzan Maintenance 10,Ardiya Warehouse,Ardiya Warehouse,DeWalt Common Nail 3/4 inch,Pieces,2,3.905,,cash,,7.785,
SLS-90066,29/11/2025,Bin Hindi Property  Est. 5,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Garden Cart 18L,PCS,7,KD 6.668,KWD 2.030,cash,,KD 44.646,
SLS-90067,26/1/2026,New Kuwait Contracting 10,Fahaheel Branch,Fahaheel Branch,Yato Door Handle 22 Gauge,PCS,11,15.801,,credit,27/3/2026,KD 173.811,
SLS-90068,23/10/2025, Al-Khaled General Trading  Est. 9 ,Ardiya Warehouse,Ardiya Warehouse,Makita Cement Bag 25kg,pc,11,2.395,0.040,cash,,224.197,Migrated from legacy system
SLS-90068,23/10/2025, Al-Khaled General Trading  Est. 9 ,Ardiya Warehouse,Ardiya Warehouse,Stanley Pipe Sealant Medium,PCS,9,21.988,,cash,,,
SLS-90069,10/5/2026,al-osaimi maintenance 12,Shuwaikh Main,Shuwaikh Main,Black+Decker Wall Switch Medium,PCS,12,374.988,,bank_transfer,,4499.856,Migrated from legacy system
SLS-90070,11/11/2025,Al-Anjari Villas 9,Ardiya Warehouse,Ardiya Warehouse,DeWalt Hi-Vis Safety Vest 24 Gauge,Pieces,9,19.988,,cash,,179.892,
SLS-90071,21/7/2026,Al-Roumi Renovation 13,Shuwaikh Main,Shuwaikh Main,Yato Claw Hammer 900W,PCS,6,30.577,,cash,,4620.340,Migrated from legacy system
SLS-90071,21/7/2026,Al-Roumi Renovation 13,Shuwaikh Main,Shuwaikh Main,Tolsen Garden Shovel Large,Pieces,12,345.334,,cash,,,
SLS-90071,21/7/2026,Al-Roumi Renovation 13,Shuwaikh Main,Shuwaikh Main,Truper Thermal Insulation Sheet 16 Gauge,PCS,10,29.287,,cash,,,
SLS-90072,2/5/2026,Al-Sabah Villa Services 7,Ardiya Warehouse,Ardiya Warehouse,Yato Combination Pliers 16 Gauge,PC,9,31.114,,bank_transfer,,280.026,
SLS-90073,24/6/2026,Al-Osaimi Maintenance 2,Shuwaikh Main,Shuwaikh Main,Makita Wood Router 1500W,PC,7,12.592,,cash,,88.144,Migrated from legacy system
SLS-90074,6/4/2026,Al-Marzouq Home 5,Shuwaikh Main,Shuwaikh Main,Yato Hex Nut 10kg,PCS,6,14.384,1.241,cash,,85.063,
SLS-90075,10/8/2025,Gulf Facility Management 4,Ardiya Warehouse,Ardiya Warehouse,DeWalt Wheelbarrow 24 Gauge,pc,6,26.262,,bank_transfer,,157.572,Migrated from legacy system
SLS-90076,30/1/2026,Continental Maintenance Co.  Est.,Shuwaikh Main,Shuwaikh Main,Stanley Wood Screw 1kg,pcs,2,320.623,,cash,,770.997,Migrated from legacy system
SLS-90076,30/1/2026,Continental Maintenance Co.  Est.,Shuwaikh Main,Shuwaikh Main,Ridgid Impact Driver 20 Gauge,PCS,7,18.914,2.647,cash,,,Migrated from legacy system
SLS-90077,2/1/2026,Al-Yaqout Villas 10,Rai Branch,Rai Branch,Makita Hacksaw 20mm,Nos,2,22.530,,credit,1/2/2026,343.111,Migrated from legacy system
SLS-90077,2/1/2026,Al-Yaqout Villas 10,Rai Branch,Rai Branch,black+decker tool kit 3/8 inch pieces,PCS,8,24.972,8.860,credit,1/2/2026,,Migrated from legacy system
SLS-90077,2/1/2026,Al-Yaqout Villas 10,Rai Branch,Rai Branch,stanley steel chain 18 gauge,Pieces,7,15.305,,credit,1/2/2026,,Migrated from legacy system
SLS-90078,4/5/2026,Al-Yaqout Villas  Est. 12,Shuwaikh Main,Shuwaikh Main,Bosch Flexible Wire 20 Gauge,PCS,4,6.474,KD 1.187,credit,2/8/2026,24.709,Migrated from legacy system
SLS-90079,18/6/2026,Al-Nasser Renovation 9,Shuwaikh Main,Shuwaikh Main,Hitachi Ball Valve 3/4 inch,PCS,8,15.615,KWD 2.604,cash,,138.112,
SLS-90079,18/6/2026,Al-Nasser Renovation 9,Shuwaikh Main,Shuwaikh Main,Crown Door Lock 1500W,PCS,2,7.898,,cash,,,
SLS-90080,11/3/2026,Bayt Al-Jomard 11,Shuwaikh Main,Shuwaikh Main,Black+Decker Garden Hose Large,PCS,9,KD 27.552,,bank_transfer,,584.019,Migrated from legacy system
SLS-90080,11/3/2026,Bayt Al-Jomard 11,Shuwaikh Main,Shuwaikh Main,Truper Sledge Hammer 20 Gauge,PCS,3,18.333,,bank_transfer,,,Migrated from legacy system
SLS-90080,11/3/2026,Bayt Al-Jomard 11,Shuwaikh Main,Shuwaikh Main, Al-Fanar Cabinet Hinge 40mm ,Pieces,12,23.421,,bank_transfer,,,
SLS-90081,21/2/2026,Al-Qadi Household,Fahaheel Branch,Fahaheel Branch,Karcher ARC Welding Machine 25kg,PCS,3,1.070,,credit,23/3/2026,286.477,
SLS-90081,21/2/2026,Al-Qadi Household,Fahaheel Branch,Fahaheel Branch,"Bosch Copper Elbow 18L,",PCS,12,23.906,3.605,credit,23/3/2026,,
SLS-90082,28/5/2026,Al-Osaimi Maintenance 4,Rai Branch,Rai Branch,Crown Epoxy Adhesive 450W,pcs,3,30.031,,cash,,93.622,
SLS-90082,28/5/2026,Al-Osaimi Maintenance 4,Rai Branch,Rai Branch,Total Plastic Water Tank 8mm,PCS,3,1.173,,cash,,,Migrated from legacy system
SLS-90083,13/2/2026,Al-Sabah Villa Services 12,Ardiya Warehouse,Ardiya Warehouse,Metabo Tool Kit 50mm Pieces,PCS,12,7.307,2.289,bank_transfer,,126.801,
SLS-90083,13/2/2026,Al-Sabah Villa Services 12,Ardiya Warehouse,Ardiya Warehouse,Tolsen Epoxy Adhesive 18L,pcs,2,20.703,,bank_transfer,,,Migrated from legacy system
SLS-90084,30/3/2026,Al-Khaled General Trading 11,Ardiya Warehouse,Ardiya Warehouse,Hilti Pruning Shears 1200W,PCS,9,13.220,,credit,28/6/2026,189.113,Migrated from legacy system
SLS-90084,30/3/2026,Al-Khaled General Trading 11,Ardiya Warehouse,Ardiya Warehouse,Hilti Long Nose Pliers 50kg,PC,7,10.019,,credit,28/6/2026,,
SLS-90085,17/3/2026,AL-GHANIM HOME REPAIRS 5,Shuwaikh Main,Shuwaikh Main,Ridgid Welding Electrode XL,PCS,3,19.725,,credit,1/4/2026,59.175,
SLS-90086,20/9/2025,Salem  Al-Rashidi 10,Ardiya Warehouse,Ardiya Warehouse,Karcher Pop Rivet 18 Gauge,PCS,3,7.054,,cash,,21.162,Migrated from legacy system
SLS-90087,10/5/2026,al-bahar property services  est. 11,Fahaheel Branch,Fahaheel Branch,Gulf Star Spirit Level 18 Gauge,PCS,11,KWD 26.236,6.812,cash,,695.172,Migrated from legacy system
SLS-90087,10/5/2026,al-bahar property services  est. 11,Fahaheel Branch,Fahaheel Branch,Gulf Star Epoxy Adhesive 650W,Nos,12,34.449,,cash,,,
SLS-90088,23/6/2026,Jahra Building Supplies Buyer  Est. 7,Rai Branch,Rai Branch,Truper Wood Screw Medium,PCS,1,10.942,,credit,23/7/2026,10.942,Migrated from legacy system
SLS-90089,28/6/2026,Al-Ajmi Interiors 11,Shuwaikh Main,Shuwaikh Main,Gulf Star MCB Circuit Breaker 12mm,pc,10,33.519,,bank_transfer,,335.190,Migrated from legacy system
SLS-90090,27/2/2026,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,DeWalt Electrical Cable XL,PCS,8,29.784,0.553,bank_transfer,,1003.949,Migrated from legacy system
SLS-90090,27/2/2026,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,Bosch Locking Pliers 6mm,pcs,6,30.863,,bank_transfer,,,Migrated from legacy system
