saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-91086,3/10/2025,Salmiya Handyman Services  Est. 3,Shuwaikh Main,Shuwaikh Main,Karcher Combination Pliers 1500W,PCS,6,8.725,,bank_transfer,,156.426,Migrated from legacy system
SLS-91086,3/10/2025,Salmiya Handyman Services  Est. 3,Shuwaikh Main,Shuwaikh Main,Bosch Hand Saw Small,PCS,6,17.346,,bank_transfer,,,
SLS-91087,26/10/2025,Ahmadi Villa Care 8,Shuwaikh Main,Shuwaikh Main,Bosch Emulsion Paint 25kg,PCS,3,10.377,,bank_transfer,,31.131,Migrated from legacy system
SLS-91088,26/9/2025,UNION FACILITY SERVICES 8,Rai Branch,Rai Branch,Total Thermal Insulation Sheet 22 Gauge,PCS,1,11.172,,credit,25/11/2025,124.572,Migrated from legacy system
SLS-91088,26/9/2025,UNION FACILITY SERVICES 8,Rai Branch,Rai Branch,Hitachi Epoxy Adhesive 2000W,pcs,5,22.680,,credit,25/11/2025,,Migrated from legacy system
SLS-91089,13/11/2025,Union Facility Services 12,Ardiya Warehouse,Ardiya Warehouse,Hitachi Flat Screwdriver 450W,PCS,4,18.223,,cash,,297.865,Migrated from legacy system
SLS-91089,13/11/2025,Union Facility Services 12,Ardiya Warehouse,Ardiya Warehouse,Total Sprinkler Head 3/4 inch,Pieces,7,32.139,,cash,,,
SLS-91090,10/2/2026,Modern Home Fix-It 2,Ardiya Warehouse,Ardiya Warehouse,Karcher PU Foam Filler 12mm,Nos,11,26.362,,bank_transfer,,289.982,Migrated from legacy system
SLS-91091,28/2/2026,Fahaheel Home Services 8,Ardiya Warehouse,Ardiya Warehouse,TOLSEN WOOD ROUTER 10KG,PCS,4,19.990,,bank_transfer,,208.288,
SLS-91091,28/2/2026,Fahaheel Home Services 8,Ardiya Warehouse,Ardiya Warehouse,Total Cordless Drill 9L,pc,6,21.388,,bank_transfer,,,Migrated from legacy system
SLS-91092,16/1/2026,First Gulf Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,Tolsen Impact Driver 20L,PCS,4,422.313,,bank_transfer,,1743.306,
SLS-91092,16/1/2026,First Gulf Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,Crown Paint Thinner 3/4 inch,PCS,9,6.006,,bank_transfer,,,
SLS-91093,24/8/2025,Gulf Facility Management 7,Fahaheel Branch,Fahaheel Branch,DeWalt Circular Saw 4L,PCS,6,24.267,,credit,22/11/2025,194.810,Migrated from legacy system
SLS-91093,24/8/2025,Gulf Facility Management 7,Fahaheel Branch,Fahaheel Branch,black+decker tool kit 3/8 inch pieces,PCS,2,24.972,KD 0.736,credit,22/11/2025,,
SLS-91094,1/1/2026,Desert Rose Interiors 10,Fahaheel Branch,Fahaheel Branch,black+decker hi-vis safety vest 3/4 inch,pc,4,35.156,,bank_transfer,,153.656,
SLS-91094,1/1/2026,Desert Rose Interiors 10,Fahaheel Branch,Fahaheel Branch,Sata Door Handle 12mm,PCS,3,KWD 4.344,,bank_transfer,,,Migrated from legacy system
SLS-91095,8/10/2025,Al-Bahar Property Services 3,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Work Gloves 9L,PCS,8,26.924,9.458,cash,,205.934,
SLS-91096,16/3/2026,Ahmadi Villa Care 5,Shuwaikh Main,Shuwaikh Main,DeWalt Copper Tee Small,PCS,5,7.126,0.769,credit,15/4/2026,74.345,Migrated from legacy system
SLS-91096,16/3/2026,Ahmadi Villa Care 5,Shuwaikh Main,Shuwaikh Main,Skil Aluminium Ladder 22 Gauge,PCS,2,19.742,,credit,15/4/2026,,Migrated from legacy system
SLS-91097,14/6/2026,Salmiya Handyman Services 11,Shuwaikh Main,Shuwaikh Main,DeWalt Circular Saw 18L,pcs,4,KWD 22.100,,credit,13/8/2026,534.165,
SLS-91097,14/6/2026,Salmiya Handyman Services 11,Shuwaikh Main,Shuwaikh Main,Ridgid Paint Roller 10kg,PCS,8,16.969,,credit,13/8/2026,,Migrated from legacy system
SLS-91097,14/6/2026,Salmiya Handyman Services 11,Shuwaikh Main,Shuwaikh Main,Hilti Epoxy Adhesive 1200W,PCS,11,28.183,,credit,13/8/2026,,Migrated from legacy system
SLS-91098,10/2/2026,Gulf Facility Management 7,Shuwaikh Main,Shuwaikh Main,truper scaffolding frame 900w,PCS,7,23.270,6.372,credit,11/5/2026,KWD 156.518,
SLS-91099,30/10/2025,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Makita Hacksaw 10mm,PC,6,8.764,0.399,cash,,79.850,Migrated from legacy system
SLS-91099,30/10/2025,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Locking Pliers 1200W,PCS,11,2.515,,cash,,,Migrated from legacy system
SLS-91100,11/4/2026, Al-Fahad Contracting  Est. 4 ,Ardiya Warehouse,Ardiya Warehouse,Skil Thermal Insulation Sheet 4L,PCS,8,25.454,,bank_transfer,,444.643,Migrated from legacy system
SLS-91100,11/4/2026, Al-Fahad Contracting  Est. 4 ,Ardiya Warehouse,Ardiya Warehouse,Total Aluminium Ladder 1200W,PCS,7,33.981,,bank_transfer,,,Migrated from legacy system
SLS-91100,11/4/2026, Al-Fahad Contracting  Est. 4 ,Ardiya Warehouse,Ardiya Warehouse,Crown Wood Screw XL,PCS,6,0.524,,bank_transfer,,,
SLS-91101,4/10/2025,Gulf Builders  Est. 10,Ardiya Warehouse,Ardiya Warehouse,Stanley Wall Primer 1/2 inch,PCS,1,7.663,,cash,,199.712,
SLS-91101,4/10/2025,Gulf Builders  Est. 10,Ardiya Warehouse,Ardiya Warehouse,DeWalt Vernier Caliper 18L,PCS,11,17.459,,cash,,,
SLS-91102,31/7/2026,Al-Roumi Renovation 4,Rai Branch,Rai Branch,Karcher Welding Mask 16 Gauge,PCS,4,KWD 169.564,33.374,bank_transfer,,1697.060,
SLS-91102,31/7/2026,Al-Roumi Renovation 4,Rai Branch,Rai Branch,Stanley Aluminium Ladder 650W,PCS,2,370.515,,bank_transfer,,,Migrated from legacy system
SLS-91102,31/7/2026,Al-Roumi Renovation 4,Rai Branch,Rai Branch,DeWalt Electrical Cable 16 Gauge,pcs,9,34.572,,bank_transfer,,,Migrated from legacy system
SLS-91103,12/8/2025,  Salmiya Handyman Services 10,Fahaheel Branch,Fahaheel Branch,SATA BALL VALVE 22 GAUGE  ,PCS,11,298.666,,credit,11/10/2025,3285.326,Migrated from legacy system
SLS-91104,5/3/2026,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Crown Tile Adhesive Bag 2000W,PC,1,KD 11.344,,cash,,132.124,
SLS-91104,5/3/2026,Ahmadi Villa Care 5,Ardiya Warehouse,Ardiya Warehouse,Truper Steel Toe Safety Boots 50mm,PCS,10,12.273,KD 1.950,cash,,,
SLS-91105,1/1/2026,Al-Mutairi Est. 4,Ardiya Warehouse,Ardiya Warehouse,ridgid hacksaw 16 gauge,PC,9,13.551,,cash,,287.733,Migrated from legacy system
SLS-91105,1/1/2026,Al-Mutairi Est. 4,Ardiya Warehouse,Ardiya Warehouse,Skil Sandpaper Sheet 1 inch,Nos,6,27.629,,cash,,,Migrated from legacy system
SLS-91106,12/10/2025,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,AL-FANAR SILICONE SEALANT TUBE 1 INCH.,PCS,12,1.384,,bank_transfer,,367.219,Migrated from legacy system
SLS-91106,12/10/2025,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,Metabo Long Nose Pliers 20mm,PCS,12,20.938,,bank_transfer,,,Migrated from legacy system
SLS-91106,12/10/2025,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Sledge Hammer 12mm,PCS,7,14.327,0.934,bank_transfer,,,Migrated from legacy system
SLS-91107,18/12/2025,New Kuwait Contracting 13,Fahaheel Branch,Fahaheel Branch,DEWALT HI-VIS SAFETY VEST 20MM,pc,12,KD 18.737,,bank_transfer,,224.844,
SLS-91108,23/8/2025,Modern Home Fix-It  Est. 5,Fahaheel Branch,Fahaheel Branch,Yato Door Handle 25kg,Nos,4,10.260,1.580,cash,,48.580,
SLS-91108,23/8/2025,Modern Home Fix-It  Est. 5,Fahaheel Branch,Fahaheel Branch,Ingco Claw Hammer 18L,PCS,1,9.120,,cash,,,Migrated from legacy system
SLS-91109,8/7/2026,Continental Maintenance Co. 8,Rai Branch,Rai Branch,karcher teflon tape 20 gauge,PCS,6,0.569,,bank_transfer,,183.617,
SLS-91109,8/7/2026,Continental Maintenance Co. 8,Rai Branch,Rai Branch,Makita ARC Welding Machine 1200W,PCS,6,27.815,4.639,bank_transfer,,,
SLS-91109,8/7/2026,Continental Maintenance Co. 8,Rai Branch,Rai Branch,Gulf Star Spirit Level Medium,PCS,4,4.488,,bank_transfer,,,Migrated from legacy system
SLS-91110,18/9/2025,Farwaniya Fix-It Center 3,Shuwaikh Main,Shuwaikh Main,Metabo Steel Toe Safety Boots 450W,pcs,6,18.585,,cash,,332.511,
SLS-91110,18/9/2025,Farwaniya Fix-It Center 3,Shuwaikh Main,Shuwaikh Main,Ingco Steel Toe Safety Boots 4L,PCS,11,20.091,,cash,,,
SLS-91111,30/6/2026,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Tolsen Cabinet Hinge 50kg  ,pc,9,29.343,,cash,,390.317,Migrated from legacy system
SLS-91111,30/6/2026,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Enamel Paint 1kg,PCS,9,8.694,,cash,,,
SLS-91111,30/6/2026,First Gulf Interiors 12,Ardiya Warehouse,Ardiya Warehouse,Truper Welding Gloves 5kg,PCS,4,11.996,,cash,,,
SLS-91112,4/6/2026,Al-Fahad Contracting  Est. 13.,Shuwaikh Main,Shuwaikh Main,DeWalt PU Foam Filler 5kg,PCS,10,21.381,,bank_transfer,,213.810,Migrated from legacy system
SLS-91113,11/5/2026,Desert Rose Interiors 3,Rai Branch,Rai Branch,Ingco Sandpaper Sheet Medium,PCS,12,35.711,,bank_transfer,,528.243,Migrated from legacy system
SLS-91113,11/5/2026,Desert Rose Interiors 3,Rai Branch,Rai Branch,Ridgid Circular Saw 3/4 inch,Nos,3,KWD 33.237,,bank_transfer,,,Migrated from legacy system
SLS-91114,15/12/2025,Al-Enezi General Maintenance  Est. 5,Ardiya Warehouse,Ardiya Warehouse,dewalt spray paint can 16 gauge,PCS,12,31.281,,credit,13/2/2026,466.140,
SLS-91114,15/12/2025,Al-Enezi General Maintenance  Est. 5,Ardiya Warehouse,Ardiya Warehouse,truper electrical cable 8mm,pcs,8,11.346,,credit,13/2/2026,,Migrated from legacy system
SLS-91115,7/1/2026,Al-Khaled General Trading 11,Ardiya Warehouse,Ardiya Warehouse,DeWalt Spirit Level 50kg,PCS,6,1.497,,bank_transfer,,130.090,
SLS-91115,7/1/2026,Al-Khaled General Trading 11,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Super Glue 3/8 inch,PCS,4,KD 8.370,,bank_transfer,,,
SLS-91115,7/1/2026,Al-Khaled General Trading 11,Ardiya Warehouse,Ardiya Warehouse,Tolsen Garden Cart 4L,PCS,4,21.907,,bank_transfer,,,
SLS-91116,18/8/2025,Al-Anjari Villas 8,Fahaheel Branch,Fahaheel Branch,Metabo Portable Generator 650W,PCS,12,8.370,,cash,,159.578,
SLS-91116,18/8/2025,Al-Anjari Villas 8,Fahaheel Branch,Fahaheel Branch,Tolsen Welding Gloves 25mm,PCS,2,29.569,,cash,,,Migrated from legacy system
SLS-91117,9/8/2025,New Kuwait Contracting 9,Shuwaikh Main,Shuwaikh Main,Bosch Extension Cord 9L,PCS,5,29.841,,cash,,346.563,
SLS-91117,9/8/2025,New Kuwait Contracting 9,Shuwaikh Main,Shuwaikh Main,AL-FANAR STEEL TOE SAFETY BOOTS 24 GAUGE,pc,8,4.673,0.018,cash,,,Migrated from legacy system
SLS-91117,9/8/2025,New Kuwait Contracting 9,Shuwaikh Main,Shuwaikh Main,Yato Tool Kit Large Pieces,Nos,8,19.999,,cash,,,Migrated from legacy system
SLS-91118,21/2/2026,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,DEWALT PVC CONDUIT PIPE 450W,PCS,4,29.375,,bank_transfer,,117.500,Migrated from legacy system
SLS-91119,16/6/2026,Gulf Builders 4,Fahaheel Branch,Fahaheel Branch,Hitachi MCB Circuit Breaker 50kg,PCS,7,4.088,,cash,,3269.752,Migrated from legacy system
SLS-91119,16/6/2026,Gulf Builders 4,Fahaheel Branch,Fahaheel Branch,Hilti Screwdriver Set 1L,pc,8,405.142,,cash,,,Migrated from legacy system
SLS-91120,9/2/2026,Bin Hindi Property  Est.,Rai Branch,Rai Branch,Ridgid Paint Roller 20L,PCS,1,30.297,,credit,24/2/2026,67.875,
SLS-91120,9/2/2026,Bin Hindi Property  Est.,Rai Branch,Rai Branch,al-fanar thermal insulation sheet 9l,PCS,6,6.505,1.452,credit,24/2/2026,,Migrated from legacy system
SLS-91121,30/7/2026,Desert Rose Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,Total Dust Mask Respirator 20 Gauge,PCS,5,3.948,,cash,,253.380,Migrated from legacy system
SLS-91121,30/7/2026,Desert Rose Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,  Truper Dust Mask Respirator 4L,PCS,4,8.924,,cash,,,
