saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-91326,2025-08-22, Al-Fahad Contracting  Est. 4 ,Ardiya Warehouse,Ardiya Warehouse,Ridgid Tape Measure 1L,PCS,9,31.577,,bank_transfer,,409.527,
SLS-91326,2025-08-22, Al-Fahad Contracting  Est. 4 ,Ardiya Warehouse,Ardiya Warehouse,TOLSEN DOOR HINGE 3/8 INCH,PCS,6,20.889,,bank_transfer,,,
SLS-91327,2026-05-03,Hawally Repair Shop 5,Ardiya Warehouse,Ardiya Warehouse,Total Tool Kit 12mm Pieces,PCS,5,3.555,,cash,,17.775,Migrated from legacy system
SLS-91328,2026-07-21,Fahad Al-Otaibi 4,Rai Branch,Rai Branch,DeWalt Cutting Disc 10kg,PCS,11,26.133,8.237,cash,,489.057,Migrated from legacy system
SLS-91328,2026-07-21,Fahad Al-Otaibi 4,Rai Branch,Rai Branch,Hitachi Hi-Vis Safety Vest 1/4 inch,Pieces,11,14.903,,cash,,,
SLS-91328,2026-07-21,Fahad Al-Otaibi 4,Rai Branch,Rai Branch,Bosch Spray Paint Can 4L,PCS,2,KD 22.949,,cash,,,Migrated from legacy system
SLS-91329,2026-08-01,  Bayt Al-Jomard 13,Ardiya Warehouse,Ardiya Warehouse,Crown Aluminium Ladder 10mm,PCS,2,KWD 36.801,3.483,bank_transfer,,87.549,Migrated from legacy system
SLS-91329,2026-08-01,  Bayt Al-Jomard 13,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Thermal Insulation Sheet 20 Gauge,pc,3,5.810,,bank_transfer,,,Migrated from legacy system
SLS-91330,2026-06-13,Desert Rose Interiors 2,Fahaheel Branch,Fahaheel Branch,Tolsen PVC Conduit Pipe 1/4 inch,pcs,1,KWD 9.750,,bank_transfer,,9.750,Migrated from legacy system
SLS-91331,2025-08-23,Bayt Al-Jomard  Est..,Fahaheel Branch,Fahaheel Branch,Ingco Machine Screw 20 Gauge,PCS,6,6.727,,cash,,52.845,Migrated from legacy system
SLS-91331,2025-08-23,Bayt Al-Jomard  Est..,Fahaheel Branch,Fahaheel Branch,Truper Galvanized Metal Sheet 6mm,PCS,3,4.161,,cash,,,
SLS-91332,2026-03-15,Bin Hindi Property 11,Shuwaikh Main,Shuwaikh Main,Ridgid Garden Cart 22 Gauge,PCS,7,1.580,,cash,,780.776,
SLS-91332,2026-03-15,Bin Hindi Property 11,Shuwaikh Main,Shuwaikh Main,TOTAL PRUNING SHEARS LARGE,PCS,12,KWD 36.177,,cash,,,Migrated from legacy system
SLS-91332,2026-03-15,Bin Hindi Property 11,Shuwaikh Main,Shuwaikh Main,Karcher Welding Gloves 20L,PCS,12,27.966,,cash,,,Migrated from legacy system
SLS-91333,2026-07-28,al-bahar property services  est. 11,Shuwaikh Main,Shuwaikh Main,Gulf Star Wall Plug 16 Gauge,pcs,2,8.770,0.015,cash,,346.814,Migrated from legacy system
SLS-91333,2026-07-28,al-bahar property services  est. 11,Shuwaikh Main,Shuwaikh Main,Hitachi Vernier Caliper 20 Gauge,pcs,9,23.593,,cash,,,Migrated from legacy system
SLS-91333,2026-07-28,al-bahar property services  est. 11,Shuwaikh Main,Shuwaikh Main,Tolsen Cement Bag 40mm,PCS,4,29.238,,cash,,,Migrated from legacy system
SLS-91334,2026-06-09,Salmiya Handyman Services 2,Fahaheel Branch,Fahaheel Branch,Hilti Adjustable Wrench 3/8 inch,PCS,6,KWD 30.562,1.313,cash,,182.059,
SLS-91335,2025-09-02,Gulf Builders  Est. 10,Fahaheel Branch,Fahaheel Branch,stanley plastic water tank 24 gauge,PCS,3,197.673,,bank_transfer,,KWD 647.887,
SLS-91335,2025-09-02,Gulf Builders  Est. 10,Fahaheel Branch,Fahaheel Branch,SKIL WALL PLUG 18 GAUGE,PCS,4,13.717,,bank_transfer,,,Migrated from legacy system
SLS-91336,2026-07-22,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,Crown Emulsion Paint 4L,PCS,8,1.705,,credit,2026-09-20,236.834,Migrated from legacy system
SLS-91336,2026-07-22,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,Stanley Machine Screw 900W,PCS,1,32.367,,credit,2026-09-20,,
SLS-91336,2026-07-22,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,Tolsen Machine Screw 4L,PC,9,21.203,,credit,2026-09-20,,Migrated from legacy system
SLS-91337,2025-10-10,Al-Nasser Renovation  Est. 11,Ardiya Warehouse,Ardiya Warehouse,Skil Hi-Vis Safety Vest 25kg,PCS,5,25.885,,cash,,129.425,Migrated from legacy system
SLS-91338,2026-03-15,Al-Sanea Property 10,Ardiya Warehouse,Ardiya Warehouse,TOTAL SPIRIT LEVEL 2000W,PCS,11,6.565,,credit,2026-05-14,88.247,
SLS-91338,2026-03-15,Al-Sanea Property 10,Ardiya Warehouse,Ardiya Warehouse,BLACK+DECKER STEP STOOL 1 INCH,PCS,12,1.336,,credit,2026-05-14,,
SLS-91339,2026-01-14,Al-Yaqout Villas 8,Fahaheel Branch,Fahaheel Branch,DeWalt Expansion Anchor 1L,PCS,2,KD 79.053,,cash,,245.401,Migrated from legacy system
SLS-91339,2026-01-14,Al-Yaqout Villas 8,Fahaheel Branch,Fahaheel Branch,DeWalt Vernier Caliper 18L,PCS,5,17.459,,cash,,,Migrated from legacy system
SLS-91340,2026-06-18,Al-Ajmi Interiors  Est. 12,Shuwaikh Main,Shuwaikh Main,Metabo Copper Elbow XL,PCS,11,5.895,,cash,,166.365,Migrated from legacy system
SLS-91340,2026-06-18,Al-Ajmi Interiors  Est. 12,Shuwaikh Main,Shuwaikh Main,Makita Circular Saw 22 Gauge,pc,6,16.920,,cash,,,
SLS-91341,2026-01-19,Union Facility Services  Est. 5,Shuwaikh Main,Shuwaikh Main,Gulf Star Expansion Anchor 3/4 inch,PCS,3,3.532,,bank_transfer,,31.596,Migrated from legacy system
SLS-91341,2026-01-19,Union Facility Services  Est. 5,Shuwaikh Main,Shuwaikh Main,Al-Fanar Safety Goggles Small,PCS,1,21.000,,bank_transfer,,,Migrated from legacy system
SLS-91342,2026-03-27,First Gulf Interiors 8,Shuwaikh Main,Shuwaikh Main,Sata Flood Light 4L,PCS,6,2.329,,cash,,13.974,Migrated from legacy system
SLS-91343,2025-11-08,al-roumi renovation 9,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Super Glue 22 Gauge,Nos,11,13.371,,cash,,147.081,
SLS-91344,2025-10-26,Nasser Al-Hajeri  Est. 2,Ardiya Warehouse,Ardiya Warehouse,  Crown Wall Primer 1 inch,PCS,5,14.094,,credit,2025-11-10,475.329,
SLS-91344,2025-10-26,Nasser Al-Hajeri  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Ingco MCB Circuit Breaker Large,PCS,4,30.776,,credit,2025-11-10,,
SLS-91344,2025-10-26,Nasser Al-Hajeri  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Tolsen Paint Brush 3/8 inch,PCS,12,24.346,10.397,credit,2025-11-10,,Migrated from legacy system
SLS-91345,2025-12-25,ahmad al-kandari 10,Fahaheel Branch,Fahaheel Branch,Metabo Pruning Shears Small,PCS,4,0.931,,credit,2026-01-24,3.724,Migrated from legacy system
SLS-91346,2025-12-25,Fahaheel Home Services 11,Fahaheel Branch,Fahaheel Branch,Karcher Door Hinge 1200W,PCS,7,26.656,,cash,,352.681,
SLS-91346,2025-12-25,Fahaheel Home Services 11,Fahaheel Branch,Fahaheel Branch,Sata ARC Welding Machine 4L,PCS,11,15.099,,cash,,,
SLS-91347,2026-07-07,continental maintenance co.  est. 7,Rai Branch,Rai Branch,Total Thermal Insulation Sheet 22 Gauge,pcs,1,11.172,,bank_transfer,,2705.568,
SLS-91347,2026-07-07,continental maintenance co.  est. 7,Rai Branch,Rai Branch,Al-Fanar Pipe Sealant 20mm  ,PCS,10,268.629,,bank_transfer,,,
SLS-91347,2026-07-07,continental maintenance co.  est. 7,Rai Branch,Rai Branch,Black+Decker Teflon Tape 50kg,PCS,7,1.158,,bank_transfer,,,Migrated from legacy system
SLS-91348,2026-05-23,Continental  Maintenance Co. 5,Shuwaikh Main,Shuwaikh Main,Crown Wall Switch 20mm.,PCS,5,33.332,2.494,cash,,435.158,
SLS-91348,2026-05-23,Continental  Maintenance Co. 5,Shuwaikh Main,Shuwaikh Main,Crown Enamel Paint 5kg,PCS,9,30.835,6.523,cash,,,
SLS-91349,2026-02-12,Al-Nasser Renovation 4,Fahaheel Branch,Fahaheel Branch,Total Electric Planer 20L,PCS,8,29.589,,credit,2026-03-29,236.712,
SLS-91350,2026-03-27, Al-Fahad Contracting  Est. 2 ,Rai Branch,Rai Branch,Stanley Sandpaper Sheet 3/8 inch,PCS,8,8.612,,credit,2026-04-11,188.258,Migrated from legacy system
SLS-91350,2026-03-27, Al-Fahad Contracting  Est. 2 ,Rai Branch,Rai Branch,Ridgid Door Hinge 1 inch,PCS,6,20.168,1.646,credit,2026-04-11,,Migrated from legacy system
SLS-91351,2026-03-23,Al-Wazzan Maintenance 2,Ardiya Warehouse,Ardiya Warehouse,Hilti Tape Measure 25mm,pcs,9,3.573,,bank_transfer,,38.778,
SLS-91351,2026-03-23,Al-Wazzan Maintenance 2,Ardiya Warehouse,Ardiya Warehouse,Hilti Spray Paint Can Small,PC,3,2.207,,bank_transfer,,,
SLS-91352,2026-05-30,GULF BUILDERS 9,Fahaheel Branch,Fahaheel Branch,dewalt construction adhesive large,PCS,4,9.557,,cash,,49.835,Migrated from legacy system
SLS-91352,2026-05-30,GULF BUILDERS 9,Fahaheel Branch,Fahaheel Branch,Ingco Dust Mask Respirator 16 Gauge,PCS,3,3.869,,cash,,,Migrated from legacy system
SLS-91353,2025-12-17,Al-Khaled General Trading 3,Fahaheel Branch,Fahaheel Branch,Ridgid  Padlock XL,PCS,4,30.496,3.991,cash,,122.262,
SLS-91353,2025-12-17,Al-Khaled General Trading 3,Fahaheel Branch,Fahaheel Branch,Al-Fanar Machine Screw 5kg,PCS,3,1.423,,cash,,,Migrated from legacy system
SLS-91354,2025-12-18,Al-Khaled General Trading 8,Ardiya Warehouse,Ardiya Warehouse,  Tolsen Welding Mask Large,PCS,7,KD 16.122,,bank_transfer,,121.769,Migrated from legacy system
SLS-91354,2025-12-18,Al-Khaled General Trading 8,Ardiya Warehouse,Ardiya Warehouse,Karcher Wood Chisel Small,PCS,1,8.915,,bank_transfer,,,Migrated from legacy system
SLS-91355,2025-10-23,Salem Al-Rashidi 5  ,Fahaheel Branch,Fahaheel Branch,DeWalt Combination Wrench 50kg,PCS,7,6.329,,bank_transfer,,48.651,Migrated from legacy system
SLS-91355,2025-10-23,Salem Al-Rashidi 5  ,Fahaheel Branch,Fahaheel Branch, Yato Safety Goggles XL ,PCS,3,1.502,0.158,bank_transfer,,,Migrated from legacy system
SLS-91356,2026-07-01,Al-Sanea Property  Est. 7,Shuwaikh Main,Shuwaikh Main,Metabo Pruning Shears 50kg,PCS,12,1.535,,cash,,88.503,Migrated from legacy system
SLS-91356,2026-07-01,Al-Sanea Property  Est. 7,Shuwaikh Main,Shuwaikh Main,Ridgid Paint Roller Large,PCS,12,4.615,,cash,,,Migrated from legacy system
SLS-91356,2026-07-01,Al-Sanea Property  Est. 7,Shuwaikh Main,Shuwaikh Main, Al-Fanar Padlock 10mm ,PCS,3,4.901,,cash,,,
SLS-91357,2025-11-07,Continental  Maintenance Co. 5,Fahaheel Branch,Fahaheel Branch,Al-Fanar  Aluminium Ladder 2000W,PCS,11,252.065,,cash,,2772.715,
SLS-91358,2025-11-08,First Gulf Interiors 11,Shuwaikh Main,Shuwaikh Main,CROWN SCREWDRIVER SET 16 GAUGE,pcs,9,22.681,,cash,,224.193,
SLS-91358,2025-11-08,First Gulf Interiors 11,Shuwaikh Main,Shuwaikh Main,Hitachi Wall Plug Large,PCS,1,20.064,,cash,,,
SLS-91359,2026-04-16,AL-OSAIMI MAINTENANCE 6,Rai Branch,Rai Branch,Yato Tape Measure 10kg,PCS,8,7.262,,cash,,92.076,Migrated from legacy system
SLS-91359,2026-04-16,AL-OSAIMI MAINTENANCE 6,Rai Branch,Rai Branch,STANLEY TAPE MEASURE 1/4 INCH,PCS,2,15.496,,cash,,,Migrated from legacy system
SLS-91359,2026-04-16,AL-OSAIMI MAINTENANCE 6,Rai Branch,Rai Branch,Total  Wheelbarrow 25kg,PCS,3,0.996,,cash,,,
SLS-91360,2026-06-23,Al-Nasser Renovation  Est.,Fahaheel Branch,Fahaheel Branch,Al-Fanar Steel Toe Safety Boots Large,PCS,7,16.338,,bank_transfer,,420.919,
SLS-91360,2026-06-23,Al-Nasser Renovation  Est.,Fahaheel Branch,Fahaheel Branch,MAKITA TAPE MEASURE 20MM,PCS,8,29.097,,bank_transfer,,,Migrated from legacy system
SLS-91360,2026-06-23,Al-Nasser Renovation  Est.,Fahaheel Branch,Fahaheel Branch,Ingco Machine Screw 650W,PCS,11,6.707,,bank_transfer,,,
SLS-91361,2026-05-16,Al-Nasser Renovation 2,Fahaheel Branch,Fahaheel Branch,Tolsen Step Stool 1L,PCS,10,29.149,,cash,,356.550,Migrated from legacy system
SLS-91361,2026-05-16,Al-Nasser Renovation 2,Fahaheel Branch,Fahaheel Branch,Crown Combination Wrench 1/2 inch,PCS,10,6.506,,cash,,,
SLS-91362,2025-08-31,Nasser Al-Hajeri 3,Shuwaikh Main,Shuwaikh Main,Metabo Combination Wrench Small,Nos,3,30.588,,credit,2025-09-30,"2,999.924",Migrated from legacy system
SLS-91362,2025-08-31,Nasser Al-Hajeri 3,Shuwaikh Main,Shuwaikh Main,Makita Wood Screw 25mm,PCS,8,375.450,103.614,credit,2025-09-30,,
SLS-91362,2025-08-31,Nasser Al-Hajeri 3,Shuwaikh Main,Shuwaikh Main,Crown PVC Conduit Pipe 3/8 inch,PCS,2,4.087,,credit,2025-09-30,,
SLS-91363,2025-12-25,Al-Mutairi Est. 13,Fahaheel Branch,Fahaheel Branch,Metabo Sandpaper Sheet 20L,PCS,10,11.222,,cash,,KD 482.847,
SLS-91363,2025-12-25,Al-Mutairi Est. 13,Fahaheel Branch,Fahaheel Branch,Ingco Super Glue 1/2 inch,PCS,8,15.456,3.269,cash,,,
SLS-91363,2025-12-25,Al-Mutairi Est. 13,Fahaheel Branch,Fahaheel Branch,dewalt spray paint can 16 gauge,PCS,8,31.281,,cash,,,Migrated from legacy system
SLS-91364,2026-05-13,  Bin Hindi Property 4,Rai Branch,Rai Branch,Hilti Door Lock 1/4 inch,PCS,4,5.701,,cash,,22.804,
SLS-91365,2026-01-02,Al-Mutairi Est. 8,Fahaheel Branch,Fahaheel Branch,Sata Emulsion Paint 1 inch,PCS,10,KWD 15.321,3.169,credit,2026-02-01,270.005,
SLS-91365,2026-01-02,Al-Mutairi Est. 8,Fahaheel Branch,Fahaheel Branch,Bosch Door Lock 20 Gauge,Pieces,3,KD 28.655,,credit,2026-02-01,,
SLS-91365,2026-01-02,Al-Mutairi Est. 8,Fahaheel Branch,Fahaheel Branch,Bosch Electrical Cable 8mm,PCS,2,17.536,1.073,credit,2026-02-01,,Migrated from legacy system
SLS-91366,2025-11-03,Al-Yaqout Villas  Est. 12,Rai Branch,Rai Branch,"Tolsen Electrical Cable 1500W,",PCS,3,8.045,,cash,,54.369,
SLS-91366,2025-11-03,Al-Yaqout Villas  Est. 12,Rai Branch,Rai Branch,Crown Wood Chisel 20 Gauge,PCS,2,KWD 6.301,,cash,,,Migrated from legacy system
SLS-91366,2025-11-03,Al-Yaqout Villas  Est. 12,Rai Branch,Rai Branch,Ridgid Basin Tap 650W,PCS,2,8.816,,cash,,,
SLS-91367,2026-02-26,Al-Mutairi Est.  Est.,Rai Branch,Rai Branch,Crown Hammer Drill Small,pcs,1,9.253,0.105,cash,,9.148,
SLS-91368,2025-09-11,Desert Rose Interiors 2,Ardiya Warehouse,Ardiya Warehouse,"Tolsen Spray Paint Can 16 Gauge,",pcs,9,KWD 10.310,,credit,2025-11-10,127.396,
SLS-91368,2025-09-11,Desert Rose Interiors 2,Ardiya Warehouse,Ardiya Warehouse,Ingco Door Hinge 1500W,Pieces,11,3.146,,credit,2025-11-10,,
SLS-91369,2026-01-21,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,Makita Pruning Shears 4L,pcs,6,25.927,,credit,2026-03-22,1315.849,Migrated from legacy system
SLS-91369,2026-01-21,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,Karcher  Steel Chain 1L,PCS,2,24.371,,credit,2026-03-22,,
SLS-91369,2026-01-21,FAHAHEEL HOME SERVICES 9,Ardiya Warehouse,Ardiya Warehouse,Stanley Aluminium Ladder 650W,Nos,3,370.515,,credit,2026-03-22,,Migrated from legacy system
SLS-91370,2025-12-09,Al-Yaqout Villas 4,Rai Branch,Rai Branch,  Karcher Pipe Sealant 24 Gauge,PCS,8,31.798,,cash,,2234.023,
SLS-91370,2025-12-09,Al-Yaqout Villas 4,Rai Branch,Rai Branch,Black+Decker Sledge Hammer 12mm,PCS,1,14.327,,cash,,,
SLS-91370,2025-12-09,Al-Yaqout Villas 4,Rai Branch,Rai Branch,METABO WORK GLOVES 20 GAUGE,Nos,6,327.552,,cash,,,Migrated from legacy system
SLS-91371,2025-09-10,Al-Roumi Renovation 13,Fahaheel Branch,Fahaheel Branch,Karcher Mini Grinder 25kg,PCS,3,300.881,0.416,bank_transfer,,902.227,Migrated from legacy system
SLS-91372,2025-08-29,Al-Sabah Villa Services 2,Fahaheel Branch,Fahaheel Branch,Karcher Construction Adhesive 22 Gauge,Pieces,1,14.347,,credit,2025-09-28,14.347,
SLS-91373,2026-06-09,Al-Duaij Maintenance  Est. 7,Fahaheel Branch,Fahaheel Branch,DeWalt Machine Screw 12mm,PCS,3,3.012,,cash,,9.036,
SLS-91374,2025-12-21,Al-Osaimi Maintenance 4,Shuwaikh Main,Shuwaikh Main,Bosch Flexible Wire 20 Gauge,PCS,3,6.474,,credit,2026-01-05,KD 272.310,Migrated from legacy system
SLS-91374,2025-12-21,Al-Osaimi Maintenance 4,Shuwaikh Main,Shuwaikh Main,Sata Wood Chisel 1/4 inch,pcs,12,21.074,,credit,2026-01-05,,
SLS-91375,2026-07-20,Fahad Al-Otaibi 4,Fahaheel Branch,Fahaheel Branch,  Total Tool Kit 20 Gauge Pieces,pcs,10,18.550,,credit,2026-08-04,192.995,
SLS-91375,2026-07-20,Fahad Al-Otaibi 4,Fahaheel Branch,Fahaheel Branch,Gulf Star Wheelbarrow 9L,PCS,1,7.495,,credit,2026-08-04,,
SLS-91376,2026-01-04,Al-Sanea Property 6,Shuwaikh Main,Shuwaikh Main,Makita Tile Adhesive Bag 1500W,PCS,6,21.247,2.723,cash,,KWD 161.023,
SLS-91376,2026-01-04,Al-Sanea Property 6,Shuwaikh Main,Shuwaikh Main,Ridgid Copper Elbow 4L,PCS,4,9.066,,cash,,,
SLS-91377,2026-01-26,CONTINENTAL MAINTENANCE CO.  EST. 2  ,Shuwaikh Main,Shuwaikh Main,Black+Decker Adjustable Wrench 6mm,pcs,8,9.870,,bank_transfer,,78.960,
SLS-91378,2025-09-10,Gulf Facility Management 7,Rai Branch,Rai Branch,Karcher Epoxy Adhesive 18L,pc,10,18.344,3.160,cash,,KD 180.280,
SLS-91379,2026-02-11,Salmiya Handyman Services  Est. 3,Fahaheel Branch,Fahaheel Branch,Sata Door Hinge 9L,PCS,4,12.494,,credit,2026-05-12,49.976,
SLS-91380,2025-10-31,Desert Rose Interiors 4,Shuwaikh Main,Shuwaikh Main,Yato Gate Valve 5kg,PCS,5,26.071,,bank_transfer,,319.803,
SLS-91380,2025-10-31,Desert Rose Interiors 4,Shuwaikh Main,Shuwaikh Main,Metabo Plastic Water Tank 1/4 inch,PCS,8,24.470,6.312,bank_transfer,,,Migrated from legacy system
SLS-91381,2025-09-12,GULF BUILDERS 9,Rai Branch,Rai Branch,Bosch Plastic Water Tank 750W,PCS,11,2.073,,cash,,KD 22.803,
SLS-91382,2025-11-17,Farwaniya Fix-It Center 2,Shuwaikh Main,Shuwaikh Main,Metabo Tape Measure 1200W,pc,5,13.523,,credit,2025-12-17,184.012,Migrated from legacy system
SLS-91382,2025-11-17,Farwaniya Fix-It Center 2,Shuwaikh Main,Shuwaikh Main,Karcher  Spray Paint Can 22 Gauge,PCS,7,16.985,2.498,credit,2025-12-17,,
SLS-91383,2025-11-29,Al-Marzouq Home 11,Ardiya Warehouse,Ardiya Warehouse,"Ridgid Circular Saw 1kg,",PCS,1,23.125,,cash,,434.953,
SLS-91383,2025-11-29,Al-Marzouq Home 11,Ardiya Warehouse,Ardiya Warehouse,Hitachi Teflon Tape XL,PCS,12,34.319,,cash,,,Migrated from legacy system
SLS-91384,2025-10-29,Salmiya Handyman Services 11,Fahaheel Branch,Fahaheel Branch,Tolsen Cabinet Hinge 50kg  ,PCS,6,29.343,7.320,cash,,168.738,
SLS-91385,2025-08-30,Al-Fahad Contracting 10,Fahaheel Branch,Fahaheel Branch,AL-FANAR VERNIER CALIPER 24 GAUGE,pc,6,1.844,,credit,2025-09-29,11.064,Migrated from legacy system
SLS-91386,2026-03-25,Farwaniya Fix-It Center  Est. 12,Shuwaikh Main,Shuwaikh Main,Total Vernier Caliper 1/4 inch,PCS,6,13.797,,bank_transfer,,82.782,
SLS-91387,2026-06-03,Desert Rose Interiors 6,Ardiya Warehouse,Ardiya Warehouse,Metabo Garden Cart 1L,pc,6,35.674,,cash,,262.421,Migrated from legacy system
SLS-91387,2026-06-03,Desert Rose Interiors 6,Ardiya Warehouse,Ardiya Warehouse,Sata Copper Tee 900W,PCS,4,12.669,2.299,cash,,,
